hub,date,year,month,day,hour,price,predicted_price
HB_HOUSTON,2015-01-01,2015,1,1,1.0,22.4675,
HB_HOUSTON,2015-01-01,2015,1,1,2.0,22.305,
HB_HOUSTON,2015-01-01,2015,1,1,3.0,22.2025,
HB_HOUSTON,2015-01-01,2015,1,1,4.0,22.127499999999998,
HB_HOUSTON,2015-01-01,2015,1,1,5.0,22.155,
HB_HOUSTON,2015-01-01,2015,1,1,6.0,22.61,
HB_HOUSTON,2015-01-01,2015,1,1,7.0,23.38,
HB_HOUSTON,2015-01-01,2015,1,1,8.0,23.777500000000003,
HB_HOUSTON,2015-01-01,2015,1,1,9.0,24.46,
HB_HOUSTON,2015-01-01,2015,1,1,10.0,26.9925,
HB_HOUSTON,2015-01-01,2015,1,1,11.0,27.96,
HB_HOUSTON,2015-01-01,2015,1,1,12.0,28.424999999999997,
HB_HOUSTON,2015-01-01,2015,1,1,13.0,27.49,
HB_HOUSTON,2015-01-01,2015,1,1,14.0,26.195,
HB_HOUSTON,2015-01-01,2015,1,1,15.0,24.86,
HB_HOUSTON,2015-01-01,2015,1,1,16.0,24.622500000000002,
HB_HOUSTON,2015-01-01,2015,1,1,17.0,25.5325,
HB_HOUSTON,2015-01-01,2015,1,1,18.0,29.3075,
HB_HOUSTON,2015-01-01,2015,1,1,19.0,28.605,
HB_HOUSTON,2015-01-01,2015,1,1,20.0,27.57,
HB_HOUSTON,2015-01-01,2015,1,1,21.0,27.452499999999997,
HB_HOUSTON,2015-01-01,2015,1,1,22.0,25.4375,
HB_HOUSTON,2015-01-01,2015,1,1,23.0,24.23,26.251907348632812
HB_HOUSTON,2015-01-01,2015,1,1,24.0,22.8475,24.55723762512207
HB_HOUSTON,2015-01-02,2015,1,2,1.0,21.965,24.247730255126953
HB_HOUSTON,2015-01-02,2015,1,2,2.0,21.32,23.904338836669922
HB_HOUSTON,2015-01-02,2015,1,2,3.0,20.9375,23.94280242919922
HB_HOUSTON,2015-01-02,2015,1,2,4.0,20.919999999999998,23.99863624572754
HB_HOUSTON,2015-01-02,2015,1,2,5.0,21.245,24.580360412597656
HB_HOUSTON,2015-01-02,2015,1,2,6.0,21.945,25.543350219726562
HB_HOUSTON,2015-01-02,2015,1,2,7.0,22.62,26.647092819213867
HB_HOUSTON,2015-01-02,2015,1,2,8.0,23.66,28.729154586791992
HB_HOUSTON,2015-01-02,2015,1,2,9.0,24.6825,30.97522735595703
HB_HOUSTON,2015-01-02,2015,1,2,10.0,26.520000000000003,34.513519287109375
HB_HOUSTON,2015-01-02,2015,1,2,11.0,27.5025,35.22478485107422
HB_HOUSTON,2015-01-02,2015,1,2,12.0,26.57,31.905006408691406
HB_HOUSTON,2015-01-02,2015,1,2,13.0,25.167500000000004,28.803035736083984
HB_HOUSTON,2015-01-02,2015,1,2,14.0,24.8925,28.417644500732422
HB_HOUSTON,2015-01-02,2015,1,2,15.0,24.5575,27.952077865600586
HB_HOUSTON,2015-01-02,2015,1,2,16.0,24.5925,28.799083709716797
HB_HOUSTON,2015-01-02,2015,1,2,17.0,25.285,30.82091522216797
HB_HOUSTON,2015-01-02,2015,1,2,18.0,28.409999999999997,37.09455871582031
HB_HOUSTON,2015-01-02,2015,1,2,19.0,27.19,33.63384246826172
HB_HOUSTON,2015-01-02,2015,1,2,20.0,28.127499999999998,32.80144500732422
HB_HOUSTON,2015-01-02,2015,1,2,21.0,26.905,29.64956283569336
HB_HOUSTON,2015-01-02,2015,1,2,22.0,25.477500000000003,28.11484718322754
HB_HOUSTON,2015-01-02,2015,1,2,23.0,24.349999999999998,26.38095474243164
HB_HOUSTON,2015-01-02,2015,1,2,24.0,22.802500000000002,24.93587875366211
HB_HOUSTON,2015-01-03,2015,1,3,1.0,22.9975,25.848857879638672
HB_HOUSTON,2015-01-03,2015,1,3,2.0,22.825000000000003,26.584827423095703
HB_HOUSTON,2015-01-03,2015,1,3,3.0,22.534999999999997,26.99616050720215
HB_HOUSTON,2015-01-03,2015,1,3,4.0,22.3975,26.675966262817383
HB_HOUSTON,2015-01-03,2015,1,3,5.0,22.695,26.883573532104492
HB_HOUSTON,2015-01-03,2015,1,3,6.0,23.4375,27.793846130371094
HB_HOUSTON,2015-01-03,2015,1,3,7.0,24.2375,29.218929290771484
HB_HOUSTON,2015-01-03,2015,1,3,8.0,25.477500000000003,31.757274627685547
HB_HOUSTON,2015-01-03,2015,1,3,9.0,28.139999999999997,36.959999084472656
HB_HOUSTON,2015-01-03,2015,1,3,10.0,28.7725,37.04518127441406
HB_HOUSTON,2015-01-03,2015,1,3,11.0,26.3325,31.051504135131836
HB_HOUSTON,2015-01-03,2015,1,3,12.0,23.7975,26.477176666259766
HB_HOUSTON,2015-01-03,2015,1,3,13.0,22.800000000000004,25.335229873657227
HB_HOUSTON,2015-01-03,2015,1,3,14.0,21.28,23.580671310424805
HB_HOUSTON,2015-01-03,2015,1,3,15.0,20.2725,23.290536880493164
HB_HOUSTON,2015-01-03,2015,1,3,16.0,19.49,23.17112159729004
HB_HOUSTON,2015-01-03,2015,1,3,17.0,19.1225,23.698604583740234
HB_HOUSTON,2015-01-03,2015,1,3,18.0,21.380000000000003,27.286067962646484
HB_HOUSTON,2015-01-03,2015,1,3,19.0,23.0475,30.489065170288086
HB_HOUSTON,2015-01-03,2015,1,3,20.0,22.79,29.907207489013672
HB_HOUSTON,2015-01-03,2015,1,3,21.0,22.435000000000002,27.52408218383789
HB_HOUSTON,2015-01-03,2015,1,3,22.0,22.122500000000002,25.946191787719727
HB_HOUSTON,2015-01-03,2015,1,3,23.0,21.822499999999998,25.47032356262207
HB_HOUSTON,2015-01-03,2015,1,3,24.0,20.8625,24.43364143371582
HB_HOUSTON,2015-01-04,2015,1,4,1.0,20.357499999999998,24.225954055786133
HB_HOUSTON,2015-01-04,2015,1,4,2.0,19.797500000000003,23.806900024414062
HB_HOUSTON,2015-01-04,2015,1,4,3.0,19.5825,23.971445083618164
HB_HOUSTON,2015-01-04,2015,1,4,4.0,19.7625,24.53516960144043
HB_HOUSTON,2015-01-04,2015,1,4,5.0,19.89,24.96569061279297
HB_HOUSTON,2015-01-04,2015,1,4,6.0,20.835,26.275999069213867
HB_HOUSTON,2015-01-04,2015,1,4,7.0,21.385,26.694351196289062
HB_HOUSTON,2015-01-04,2015,1,4,8.0,21.994999999999997,27.231821060180664
HB_HOUSTON,2015-01-04,2015,1,4,9.0,22.1625,26.77084732055664
HB_HOUSTON,2015-01-04,2015,1,4,10.0,22.497500000000002,26.853818893432617
