,Time,Return,Drawdown
0,December 2010,0.45854138060000116,-0.009530714599999556
1,January 2011,0.35232160961826636,-0.034444429855781035
2,February 2011,0.07331591375503178,-0.004871824391463349
3,March 2011,0.2862904986498583,-0.0018536799645031362
4,April 2011,0.0231449122145242,0.0
5,May 2011,0.21599099405270097,0.0
6,June 2011,0.2681933113445849,-0.008176122920115268
7,July 2011,0.04934821788017814,-0.0013095188672317857
8,August 2011,0.248635889008581,0.0
9,September 2011,0.03265437829423704,0.0
10,October 2011,0.029959750936395052,-0.0005929464292935667
11,November 2011,0.07080900613920277,-0.002484837823667436
12,December 2011,0.026897915440212902,-0.0018439056060719694
13,January 2012,0.0175312516342616,-0.004357374626048751
14,February 2012,0.0024684857673678857,-8.018096479351326e-05
15,March 2012,0.03958566730382698,-5.075183166925736e-05
16,April 2012,0.01652076376657512,0.0
17,May 2012,0.000744627237738261,-0.0007742865649139799
18,June 2012,0.002845390609565823,-8.593119168064194e-05
19,July 2012,0.00913110438353496,-0.0009421161625670259
20,August 2012,0.017590738081089123,-0.002132084191143698
21,September 2012,0.01882017104782538,-9.645753468531969e-05
22,October 2012,0.002704887467543799,-0.0004837811078641028
23,November 2012,0.02435245925636553,-0.0002268377947073482
24,December 2012,0.012532769556138475,0.0
25,January 2013,0.04231991030590997,-0.004336579575442731
26,February 2013,0.026345907715428156,0.0
27,March 2013,0.026362989074981677,-0.009717412741850059
28,April 2013,0.01867837968882572,-0.00788403862051524
29,May 2013,0.017116603790175752,-0.000511812973884674
30,June 2013,0.012664115949331329,0.0
31,July 2013,0.021745637757440532,0.0
32,August 2013,0.0031594795418424804,-0.00022771717055490278
33,September 2013,0.015160335835047539,0.0
34,October 2013,0.05026339361506925,0.0
35,November 2013,0.05837544464429138,-0.0007293997075202906
36,December 2013,0.03256732722714035,0.0
37,January 2014,0.01580682765458288,0.0
38,February 2014,0.061923145827086724,-0.001024343957685632
39,March 2014,0.022033245912117246,0.0
40,April 2014,0.04274966499140605,-0.00020963024864643456
41,May 2014,0.01997098180703823,-3.8412035547334955e-06
42,June 2014,0.0019782463532721584,-0.0002926474601396006
43,July 2014,0.011611249474431174,0.0
44,August 2014,0.009526333920285594,-1.546263514615987e-05
45,September 2014,0.007440394106852612,-0.0007039007352782033
46,October 2014,0.028803383791693372,-0.000165664710876377
47,November 2014,0.02056648227983176,-0.00028987290110729457
48,December 2014,0.005682491162057669,0.0
49,January 2015,0.012816206751089099,-6.275807323260512e-05
50,February 2015,0.02522597712004292,0.0
51,March 2015,0.02698480575150742,0.0
52,April 2015,0.019562870219222938,-0.00013492322007578895
53,May 2015,0.017347275267542487,-0.00029052001702966685
54,June 2015,0.0010244387718714798,-0.0002143924886038701
55,July 2015,0.0026834665954238454,-7.226815864207932e-05
56,August 2015,0.0029349820979714465,-0.0011775546097368968
57,September 2015,0.0040030902951965755,-0.00035512619563940776
58,October 2015,0.024727905382202105,0.0
59,November 2015,0.010524713622726714,0.0
60,December 2015,0.001251586257177501,-0.000674141188242323
61,January 2016,0.009507880939200375,-1.9504822732785767e-05
62,February 2016,0.00036475581786588713,-0.00015224531169619082
63,March 2016,0.02207326424406133,0.0
64,April 2016,0.0055502780135644955,-0.0001902418319050654
65,May 2016,0.017551916821331854,0.0
66,June 2016,0.00880844694414185,0.0
67,July 2016,0.019813464922616823,-0.0007654985650907001
68,August 2016,0.01418759076956815,0.0
69,September 2016,0.00499674757082233,-0.000538712008661596
70,October 2016,0.007035224111884874,-0.00010735459566806177
71,November 2016,0.01686880090167224,0.0
72,December 2016,0.023718047341921636,-2.6376602456481688e-05
73,January 2017,0.03373668167019353,-9.358549922165801e-05
74,February 2017,0.028548751958196283,-9.760321608775429e-05
75,March 2017,0.00916307560659835,-0.00011888305173773417
76,April 2017,0.014260600998192735,0.0
77,May 2017,0.022995677399494475,0.0
78,June 2017,-0.0003105334404781846,-0.0009067052782610308
79,July 2017,0.0023190720323804674,-0.0009073544137677262
80,August 2017,0.005861426221147644,0.0
81,September 2017,0.005983532069570904,0.0
82,October 2017,0.007892438589093522,0.0
83,November 2017,0.011372231128585847,-0.0008048485237800215
84,December 2017,0.02017833240715658,0.0
85,January 2018,0.020829707129955743,-0.0005885318760429112
86,February 2018,0.016172449786052152,-0.00036502871800458156
87,March 2018,0.008509523762397738,-3.632884621079965e-05
88,April 2018,0.015139926076846156,0.0
89,May 2018,0.015827639542599567,-0.0010088785079490636
90,June 2018,0.0010958805773748003,-0.0008157555786920844
91,July 2018,0.018129449079799895,-0.00011824052183332776
92,August 2018,0.010234836261298388,-0.00107303011693828
