,Time,Return,Drawdown
0,December 2010,2.544660643000004,-0.04626094400000002
1,January 2011,0.9856773436189347,-0.0019706646699368152
2,February 2011,0.034283064315115325,-0.00435829896797959
3,March 2011,0.40405197443969465,-0.005016262549438004
4,April 2011,0.1956937303739515,-0.0038108358746088357
5,May 2011,0.24020495923834503,0.0
6,June 2011,0.29634852155728164,-0.0027092423143103487
7,July 2011,0.07612512079428725,-0.008038074230091678
8,August 2011,0.17299571931409094,-0.0043614309227804696
9,September 2011,0.13908184548726377,0.0
10,October 2011,0.1107506849174048,-0.00027877546429151765
11,November 2011,0.08041963346471154,-0.0009296562999985389
12,December 2011,0.05782247687334154,-0.0018043943468620837
13,January 2012,0.014193669448311139,-0.00410010292419705
14,February 2012,0.0032578026800690637,-0.0003632615521561458
15,March 2012,0.03968839163728795,-1.5443857738095053e-05
16,April 2012,0.005069498216710829,0.0
17,May 2012,-0.005458594389761538,-0.00680752105817442
18,June 2012,0.009403087275246063,0.0
19,July 2012,0.005064959444373703,-0.0010250012836586443
20,August 2012,0.014975533954355117,-0.0027166249493792566
21,September 2012,0.022744597349801794,-8.578212581529145e-05
22,October 2012,0.00588227277489081,-0.0011724270592037382
23,November 2012,0.022579775951233404,-0.00036200999008614604
24,December 2012,0.008032620880363365,0.0
25,January 2013,0.04078068566089491,-0.0013703743120942475
26,February 2013,0.023267987685673945,0.0
27,March 2013,0.05077556221138133,-0.006319947486453516
28,April 2013,0.017110276548804825,-0.004031715556604882
29,May 2013,0.03184504230885136,0.0
30,June 2013,0.05214454220708964,-8.921385914601665e-05
31,July 2013,0.09483622487614485,-1.2386861791023442e-05
32,August 2013,0.015715513235007004,-0.0009194519592767266
33,September 2013,0.019647091984820196,-3.345078286725438e-05
34,October 2013,0.04521963370237202,0.0
35,November 2013,0.05105865654102671,-0.0005964872738867279
36,December 2013,0.03825047203478614,0.0
37,January 2014,0.011617929529035525,0.0
38,February 2014,0.056664086788580065,-0.0010332754359658422
39,March 2014,0.02857697973870173,0.0
40,April 2014,0.04253470832834444,-0.00014043624023649709
41,May 2014,0.014085751054769457,0.0
42,June 2014,0.008683982361620277,-9.565884486476098e-05
43,July 2014,0.0060536596687997685,-0.0007637384469250957
44,August 2014,0.01721864147828733,0.0
45,September 2014,0.005913762145794597,-0.001103718599380026
46,October 2014,0.017780082399246576,0.0
47,November 2014,0.023759174400132428,0.0
48,December 2014,0.0029178811674479875,0.0
49,January 2015,0.011123864588048111,0.0
50,February 2015,0.004009688584901669,-1.7333511570584685e-06
51,March 2015,0.022894058959047055,0.0
52,April 2015,0.02760057331897942,0.0
53,May 2015,0.016874794748119402,0.0
54,June 2015,0.008844285603971616,0.0
55,July 2015,0.0038852001578567837,-0.00012014607368185719
56,August 2015,0.0022096020016686944,-0.0003214628162185112
57,September 2015,0.002459255000184796,-9.767609354294248e-05
58,October 2015,0.019153283579173067,0.0
59,November 2015,0.01137829070931176,0.0
60,December 2015,0.005780408663492606,-0.0002244795219522309
61,January 2016,0.007484962578572117,-0.00024880949302326757
62,February 2016,-0.0003539389553757958,-0.0004988488616106542
63,March 2016,0.017562819400654007,0.0
64,April 2016,0.008692003513689567,-8.304366108401569e-05
65,May 2016,0.010634540894472931,-3.936765169930511e-05
66,June 2016,0.023438677196783938,0.0
67,July 2016,0.023263849583963218,0.0
68,August 2016,0.01950052076711899,-1.1068411402867886e-05
69,September 2016,0.0070236425346383415,-5.0385485376225966e-05
70,October 2016,0.01294584548563985,-8.981401597952148e-05
71,November 2016,0.02607597162751247,0.0
72,December 2016,0.0202614719787782,-3.4913308637312575e-05
73,January 2017,0.0282737380188687,-6.885598159509728e-05
74,February 2017,0.03723316499965602,0.0
75,March 2017,0.012659667983780022,-5.895516631574329e-05
76,April 2017,0.027008957658015975,-5.488365513485381e-05
77,May 2017,0.03757971627228023,0.0
78,June 2017,0.002293363585179523,-6.483424656098271e-06
79,July 2017,0.008084779269478967,-0.00047758612421308936
80,August 2017,0.00523532998755164,0.0
81,September 2017,0.01410790518397021,0.0
82,October 2017,0.02048603204768539,0.0
83,November 2017,0.01848932172872125,0.0
84,December 2017,0.015372891471877528,-0.00010089189662911681
85,January 2018,0.007782236520559348,-0.0005138247681498873
86,February 2018,0.014239621667114125,-4.2700184737579646e-05
87,March 2018,0.005570544099234553,-0.00011159474393380627
88,April 2018,0.012466629944588845,0.0
89,May 2018,0.0028062370747053487,-0.0005537273781048791
90,June 2018,0.0020053279763599845,-0.00028880102962256773
91,July 2018,0.019791301069237228,-0.00017159069611065946
92,August 2018,0.009415506590749988,-0.0003145518764504832
