DeliveryDate,DeliveryHour,DeliveryInterval,SettlementPointName,SettlementPointType,SettlementPointPrice,DSTFlag
08/21/2018,23,2,HB_BUSAVG,SH,21.37,N
08/21/2018,23,2,HB_BUSAVG,SH,21.37,N
08/21/2018,23,1,HB_BUSAVG,SH,22.27,N
08/21/2018,22,4,HB_BUSAVG,SH,23.02,N
08/21/2018,22,3,HB_BUSAVG,SH,24.7,N
08/21/2018,22,2,HB_BUSAVG,SH,26.88,N
08/21/2018,22,1,HB_BUSAVG,SH,28.89,N
08/21/2018,21,4,HB_BUSAVG,SH,29.78,N
08/21/2018,21,3,HB_BUSAVG,SH,30.45,N
08/21/2018,21,2,HB_BUSAVG,SH,31.0,N
08/21/2018,21,1,HB_BUSAVG,SH,31.09,N
08/21/2018,20,4,HB_BUSAVG,SH,32.2,N
08/21/2018,20,3,HB_BUSAVG,SH,32.77,N
08/21/2018,20,2,HB_BUSAVG,SH,33.41,N
08/21/2018,20,1,HB_BUSAVG,SH,34.82,N
08/21/2018,19,4,HB_BUSAVG,SH,33.88,N
08/21/2018,19,3,HB_BUSAVG,SH,34.55,N
08/21/2018,19,2,HB_BUSAVG,SH,35.01,N
08/21/2018,19,1,HB_BUSAVG,SH,34.97,N
08/21/2018,18,4,HB_BUSAVG,SH,37.07,N
08/21/2018,18,3,HB_BUSAVG,SH,38.57,N
08/21/2018,18,2,HB_BUSAVG,SH,40.47,N
08/21/2018,18,1,HB_BUSAVG,SH,41.94,N
08/21/2018,17,4,HB_BUSAVG,SH,53.66,N
08/21/2018,17,3,HB_BUSAVG,SH,53.04,N
08/21/2018,17,2,HB_BUSAVG,SH,60.49,N
08/21/2018,17,1,HB_BUSAVG,SH,57.8,N
08/21/2018,16,4,HB_BUSAVG,SH,68.73,N
08/21/2018,16,3,HB_BUSAVG,SH,62.68,N
08/21/2018,16,2,HB_BUSAVG,SH,60.73,N
08/21/2018,16,1,HB_BUSAVG,SH,55.17,N
08/21/2018,15,4,HB_BUSAVG,SH,61.56,N
08/21/2018,15,3,HB_BUSAVG,SH,54.25,N
08/21/2018,15,2,HB_BUSAVG,SH,53.38,N
08/21/2018,15,1,HB_BUSAVG,SH,44.4,N
08/21/2018,14,4,HB_BUSAVG,SH,39.96,N
08/21/2018,14,3,HB_BUSAVG,SH,40.13,N
08/21/2018,14,2,HB_BUSAVG,SH,37.74,N
08/21/2018,14,1,HB_BUSAVG,SH,35.07,N
08/21/2018,13,4,HB_BUSAVG,SH,33.62,N
08/21/2018,13,3,HB_BUSAVG,SH,32.85,N
08/21/2018,13,2,HB_BUSAVG,SH,31.7,N
08/21/2018,13,1,HB_BUSAVG,SH,31.74,N
08/21/2018,12,4,HB_BUSAVG,SH,32.3,N
08/21/2018,12,3,HB_BUSAVG,SH,31.37,N
08/21/2018,12,2,HB_BUSAVG,SH,30.82,N
08/21/2018,12,1,HB_BUSAVG,SH,29.86,N
08/21/2018,11,4,HB_BUSAVG,SH,30.24,N
08/21/2018,11,3,HB_BUSAVG,SH,29.46,N
08/21/2018,11,2,HB_BUSAVG,SH,27.02,N
08/21/2018,11,1,HB_BUSAVG,SH,25.51,N
08/21/2018,10,4,HB_BUSAVG,SH,24.53,N
08/21/2018,10,3,HB_BUSAVG,SH,24.99,N
08/21/2018,10,2,HB_BUSAVG,SH,24.79,N
08/21/2018,10,1,HB_BUSAVG,SH,22.6,N
08/21/2018,9,4,HB_BUSAVG,SH,22.04,N
08/21/2018,9,3,HB_BUSAVG,SH,21.75,N
08/21/2018,9,2,HB_BUSAVG,SH,21.16,N
08/21/2018,9,1,HB_BUSAVG,SH,20.89,N
08/21/2018,8,4,HB_BUSAVG,SH,20.78,N
08/21/2018,8,3,HB_BUSAVG,SH,20.61,N
08/21/2018,8,2,HB_BUSAVG,SH,20.73,N
08/21/2018,8,1,HB_BUSAVG,SH,20.82,N
08/21/2018,7,4,HB_BUSAVG,SH,20.95,N
08/21/2018,7,3,HB_BUSAVG,SH,20.9,N
08/21/2018,7,2,HB_BUSAVG,SH,20.78,N
08/21/2018,7,1,HB_BUSAVG,SH,20.13,N
08/21/2018,6,4,HB_BUSAVG,SH,19.72,N
08/21/2018,6,3,HB_BUSAVG,SH,19.45,N
08/21/2018,6,2,HB_BUSAVG,SH,19.33,N
08/21/2018,6,1,HB_BUSAVG,SH,19.03,N
08/21/2018,5,4,HB_BUSAVG,SH,18.83,N
08/21/2018,5,3,HB_BUSAVG,SH,18.79,N
08/21/2018,5,2,HB_BUSAVG,SH,18.74,N
08/21/2018,5,1,HB_BUSAVG,SH,18.7,N
08/21/2018,4,4,HB_BUSAVG,SH,18.71,N
