Date,Price
2011-03-24 05:45:00,21.01
2011-03-25 00:30:00,24.24
2011-03-25 02:30:00,20.52
2011-03-25 04:30:00,21.4
2011-03-26 05:30:00,20.13
2011-03-26 06:45:00,19.88
2011-03-29 02:30:00,19.82
2011-03-29 03:00:00,21.14
2011-03-31 05:00:00,20.37
2011-03-31 05:45:00,22.04
2011-03-31 23:30:00,21.77
2011-04-01 06:30:00,19.92
2011-04-02 07:15:00,21.21
2011-04-03 08:00:00,21.21
2011-04-06 04:00:00,19.97
2011-04-07 00:45:00,23.53
2011-04-07 01:15:00,22.39
2011-04-07 04:00:00,21.24
2011-04-09 07:45:00,20.21
2011-04-09 08:15:00,20.52
2011-04-10 06:45:00,20.21
2011-04-12 02:30:00,21.25
2011-04-13 00:30:00,20.37
2011-04-13 05:15:00,22.13
2011-04-17 02:00:00,22.12
2011-04-17 02:45:00,20.97
2011-04-17 03:30:00,22.02
2011-04-17 04:45:00,22.68
2011-04-17 05:15:00,19.95
2011-04-17 06:00:00,20.03
2011-04-22 01:15:00,21.52
2011-04-22 06:30:00,21.35
2011-04-28 23:30:00,22.19
2011-04-29 00:30:00,22.14
2011-04-29 01:30:00,20.85
2011-04-29 06:00:00,20.49
2011-04-30 04:45:00,20.14
2011-04-30 06:30:00,22.49
2011-05-01 07:45:00,26.059999999999995
2011-05-02 02:15:00,23.88
2011-05-02 03:15:00,21.8
2011-05-02 03:45:00,22.3
2011-05-03 09:00:00,32.63
2011-05-04 06:00:00,21.2
2011-05-05 01:45:00,20.4
2011-05-05 02:45:00,20.01
2011-05-05 03:45:00,21.2
2011-05-07 08:45:00,20.77
2011-05-08 08:15:00,19.97
2011-05-09 06:00:00,21.71
2011-05-10 05:30:00,20.49
2011-05-13 06:45:00,19.87
2011-05-14 06:15:00,19.88
2011-05-15 01:30:00,20.49
2011-05-15 05:45:00,19.97
2011-05-15 07:45:00,20.3
2011-05-17 06:15:00,21.02
2011-05-18 05:00:00,19.89
2011-05-18 05:30:00,21.47
2011-05-21 06:45:00,22.7
2011-05-29 07:45:00,20.79
2011-05-31 20:00:00,39.53
2011-06-02 02:45:00,20.32
2011-06-02 06:00:00,20.25
2011-06-04 08:00:00,21.96
2011-06-05 08:00:00,22.75
2011-06-06 04:15:00,20.08
2011-06-07 05:30:00,20.1
2011-06-08 03:15:00,21.07
2011-06-08 05:00:00,20.09
2011-06-10 05:15:00,20.93
2011-06-12 05:30:00,19.81
2011-06-12 07:30:00,19.8
2011-06-23 06:15:00,21.51
2011-06-30 05:30:00,20.61
2011-07-24 07:30:00,20.54
2011-08-07 08:00:00,21.85
2011-08-08 05:15:00,19.9
2011-08-25 05:30:00,20.94
2011-08-25 18:15:00,43.0
2011-08-26 06:00:00,21.16
2011-08-27 04:15:00,19.95
2011-08-27 06:30:00,20.17
2011-08-28 08:30:00,20.1
2011-08-30 05:45:00,21.58
2011-08-31 04:45:00,20.29
2011-09-04 06:45:00,20.58
2011-09-04 08:30:00,21.15
2011-09-04 18:30:00,33.84
2011-09-05 08:30:00,19.89
2011-09-05 09:45:00,26.190000000000005
2011-09-05 23:45:00,21.29
2011-09-06 06:30:00,23.95
2011-09-07 06:15:00,20.91
2011-09-08 00:45:00,20.76
2011-09-08 05:30:00,21.72
2011-09-09 05:45:00,21.06
2011-09-09 22:15:00,25.809999999999995
2011-09-10 06:00:00,19.86
2011-09-11 06:15:00,19.89
2011-09-11 08:30:00,20.64
2011-09-12 06:15:00,21.43
2011-09-13 03:30:00,19.78
2011-09-13 04:15:00,20.21
2011-09-13 07:30:00,25.97
2011-09-15 05:45:00,20.34
2011-09-15 07:30:00,25.71
2011-09-17 07:15:00,20.22
2011-09-17 10:15:00,25.16
2011-09-18 03:00:00,19.86
2011-09-18 06:30:00,20.37
2011-09-18 09:15:00,25.24
2011-09-20 06:30:00,19.97
2011-09-21 05:45:00,20.84
2011-09-22 06:00:00,19.96
2011-09-24 09:00:00,20.49
2011-09-25 07:15:00,20.0
2011-09-25 08:30:00,21.54
2011-09-26 04:45:00,19.86
2011-09-29 04:30:00,19.87
2011-09-30 06:00:00,21.29
2011-10-02 09:15:00,20.35
2011-10-03 05:45:00,20.17
2011-10-04 05:45:00,20.23
2011-10-05 06:00:00,20.4
2011-10-06 05:15:00,19.94
2011-10-11 05:45:00,19.97
2011-10-12 05:15:00,20.02
2011-10-14 00:30:00,19.86
2011-10-14 06:30:00,19.93
2011-10-15 00:45:00,20.42
2011-10-15 06:30:00,20.3
2011-10-16 09:15:00,20.07
2011-10-17 05:30:00,20.7
2011-10-18 12:30:00,19.99
2011-10-19 04:15:00,19.79
2011-10-20 06:45:00,20.62
2011-10-21 04:45:00,20.13
2011-10-22 06:45:00,20.56
2011-10-24 05:15:00,20.56
2011-10-25 05:45:00,19.98
2011-10-25 06:45:00,23.21
2011-10-26 01:15:00,21.89
2011-10-26 03:45:00,20.88
2011-10-26 04:45:00,21.37
2011-10-27 00:30:00,21.83
2011-10-27 05:45:00,21.17
2011-10-28 05:45:00,21.27
2011-10-28 10:30:00,23.11
2011-10-28 23:00:00,23.97
2011-10-29 17:15:00,20.06
2011-10-29 21:30:00,20.79
2011-10-30 03:30:00,20.67
2011-10-30 05:15:00,20.83
2011-10-30 06:00:00,19.78
2011-11-01 05:30:00,20.91
2011-11-02 04:45:00,21.08
2011-11-07 00:00:00,21.81
2011-11-09 00:45:00,19.9
2011-11-09 06:00:00,21.67
2011-11-13 02:30:00,19.94
2011-11-13 06:15:00,19.85
2011-11-13 08:15:00,20.14
2011-11-16 03:45:00,19.82
2011-11-17 04:30:00,20.45
2011-11-19 09:00:00,20.39
2011-11-24 09:45:00,20.33
2011-11-24 11:00:00,19.83
2011-11-26 18:15:00,20.4
2011-11-27 17:45:00,19.95
2011-11-28 17:15:00,20.38
2011-12-02 05:15:00,19.8
2011-12-03 07:00:00,19.98
2011-12-05 06:15:00,19.91
2011-12-07 09:45:00,30.579999999999995
2011-12-13 04:45:00,19.78
2011-12-13 15:15:00,19.83
2011-12-13 15:45:00,19.85
2011-12-14 09:15:00,20.32
2011-12-15 05:30:00,19.79
2011-12-18 18:00:00,20.36
2011-12-18 22:45:00,20.17
2011-12-19 12:15:00,20.02
2011-12-19 17:45:00,20.21
2011-12-20 07:00:00,20.05
2011-12-20 16:15:00,19.92
2011-12-26 16:45:00,19.81
2011-12-29 17:15:00,19.82
2011-12-29 22:45:00,20.15
2011-12-30 07:00:00,20.18
2011-12-31 00:45:00,20.28
2011-12-31 05:45:00,19.89
2012-01-01 09:00:00,19.85
2012-01-03 16:15:00,21.19
2012-01-03 17:00:00,20.18
2012-01-04 00:45:00,19.82
2012-01-04 03:00:00,20.09
2012-01-06 07:00:00,21.43
2012-01-06 17:00:00,20.54
2012-01-07 09:15:00,23.26
2012-01-08 05:00:00,19.88
2012-01-08 17:45:00,21.19
2012-01-08 22:30:00,20.19
2012-01-09 07:00:00,20.55
2012-01-09 08:30:00,20.35
2012-01-09 22:30:00,20.89
2012-01-10 04:45:00,19.85
2012-01-11 05:00:00,19.97
2012-01-11 18:30:00,20.25
2012-01-12 06:15:00,21.67
2012-01-13 17:45:00,21.06
2012-01-14 02:45:00,21.47
2012-01-14 05:00:00,19.88
2012-01-14 17:15:00,20.42
2012-01-15 05:00:00,21.09
2012-01-15 18:00:00,20.04
2012-01-16 11:00:00,21.89
2012-01-17 05:00:00,20.69
2012-01-17 06:15:00,21.19
2012-01-17 07:00:00,22.19
2012-01-17 09:45:00,20.23
2012-01-18 05:15:00,19.81
2012-01-18 18:00:00,19.83
2012-01-19 06:30:00,19.9
2012-01-19 10:15:00,20.36
2012-01-19 13:30:00,21.14
2012-01-20 10:00:00,19.78
2012-01-20 12:30:00,21.43
2012-01-20 18:00:00,21.6
2012-01-21 08:15:00,20.4
2012-01-22 18:00:00,21.28
2012-01-23 06:00:00,19.89
2012-01-23 14:00:00,19.84
2012-01-23 18:00:00,19.99
2012-01-24 06:30:00,21.66
2012-01-24 16:30:00,20.38
2012-01-24 22:30:00,19.88
2012-01-25 07:00:00,20.85
2012-01-25 08:30:00,20.33
2012-01-25 13:30:00,19.88
2012-01-25 15:00:00,20.32
2012-01-26 06:15:00,20.28
2012-01-26 18:15:00,20.52
2012-01-27 06:30:00,20.36
2012-01-28 08:30:00,20.39
2012-01-28 18:00:00,20.04
2012-01-29 02:45:00,19.78
2012-01-29 05:00:00,19.96
2012-01-29 06:15:00,20.05
2012-01-29 07:00:00,20.0
2012-01-30 06:15:00,19.78
2012-01-30 18:15:00,22.02
2012-01-31 07:00:00,20.06
2012-01-31 08:15:00,19.97
2012-01-31 08:45:00,20.46
2012-01-31 10:15:00,20.71
2012-02-01 07:30:00,19.84
2012-02-01 10:15:00,20.15
2012-02-01 12:15:00,19.78
2012-02-01 13:15:00,20.79
2012-02-02 07:30:00,20.44
2012-02-02 18:45:00,20.06
2012-02-03 07:15:00,20.64
2012-02-03 09:00:00,20.12
2012-02-03 11:45:00,20.8
2012-02-03 18:00:00,20.4
2012-02-04 18:30:00,20.18
2012-02-05 11:30:00,19.94
2012-02-05 18:00:00,19.78
2012-02-06 14:45:00,19.99
2012-02-06 17:45:00,20.19
2012-02-06 22:30:00,20.89
2012-02-07 06:30:00,21.16
2012-02-08 06:00:00,19.83
2012-02-09 06:00:00,20.48
2012-02-09 11:00:00,19.87
2012-02-09 18:00:00,20.92
2012-02-10 06:30:00,20.98
2012-02-10 18:15:00,20.09
2012-02-11 09:00:00,19.91
2012-02-11 18:30:00,20.62
2012-02-12 02:15:00,20.21
2012-02-13 04:00:00,19.92
2012-02-13 04:30:00,19.78
2012-02-13 18:00:00,20.53
2012-02-14 06:00:00,19.79
2012-02-14 18:15:00,19.97
2012-02-14 21:30:00,20.43
2012-02-15 06:15:00,20.56
2012-02-15 16:45:00,20.05
2012-02-15 17:15:00,19.87
2012-02-15 18:00:00,21.37
2012-02-15 22:30:00,20.37
2012-02-16 06:30:00,20.5
2012-02-16 14:30:00,19.96
2012-02-16 18:30:00,21.88
2012-02-17 06:15:00,20.79
2012-02-17 14:30:00,19.78
2012-02-17 17:45:00,20.01
2012-02-18 09:30:00,20.67
2012-02-18 13:15:00,20.01
2012-02-18 14:00:00,20.13
2012-02-18 15:00:00,20.13
2012-02-18 15:45:00,20.35
2012-02-19 04:15:00,19.79
2012-02-19 19:15:00,19.96
2012-02-20 07:00:00,20.56
2012-02-20 08:45:00,20.17
2012-02-20 18:45:00,21.68
2012-02-21 06:00:00,20.16
2012-02-22 07:00:00,19.85
2012-02-22 13:15:00,20.31
2012-02-23 06:45:00,21.01
2012-02-23 14:45:00,19.93
2012-02-23 19:15:00,19.99
2012-02-23 20:45:00,20.19
2012-02-24 07:15:00,20.38
2012-02-24 08:15:00,19.81
2012-02-25 06:30:00,20.19
2012-02-25 19:00:00,20.17
2012-02-25 22:45:00,20.11
2012-02-26 18:45:00,19.78
2012-02-26 21:45:00,21.26
2012-02-27 06:15:00,19.98
2012-02-27 18:15:00,20.08
2012-02-27 21:45:00,20.01
2012-02-28 11:15:00,20.48
2012-02-29 06:45:00,20.88
2012-02-29 08:45:00,19.88
2012-02-29 21:15:00,20.04
2012-03-01 06:45:00,19.98
2012-03-01 09:15:00,20.32
2012-03-01 22:30:00,20.22
2012-03-02 06:00:00,20.02
2012-03-02 07:00:00,20.44
2012-03-02 22:45:00,20.24
2012-03-03 09:15:00,20.25
2012-03-03 10:15:00,19.95
2012-03-03 19:00:00,21.01
2012-03-04 08:45:00,19.82
2012-03-04 18:45:00,19.93
2012-03-05 06:45:00,20.82
2012-03-05 08:30:00,20.21
2012-03-05 16:00:00,20.41
2012-03-05 19:00:00,20.0
2012-03-05 22:45:00,22.08
2012-03-06 06:45:00,20.42
2012-03-06 12:30:00,19.87
2012-03-06 18:45:00,23.14
2012-03-07 06:00:00,20.17
2012-03-07 07:00:00,20.14
2012-03-07 11:30:00,19.96
2012-03-07 18:15:00,19.84
2012-03-07 22:30:00,19.87
2012-03-08 06:00:00,21.24
2012-03-09 06:15:00,20.05
2012-03-10 00:45:00,23.4
2012-03-10 02:15:00,19.85
2012-03-12 12:15:00,19.97
2012-03-12 13:45:00,20.71
2012-03-12 18:45:00,20.09
2012-03-12 22:45:00,19.92
2012-03-13 10:00:00,19.91
2012-03-13 18:30:00,20.9
2012-03-14 09:45:00,19.9
2012-03-14 22:30:00,20.29
2012-03-15 10:15:00,19.81
2012-03-15 22:00:00,19.79
2012-03-15 22:45:00,20.91
2012-03-16 13:45:00,20.13
2012-03-16 20:15:00,20.28
2012-03-17 11:30:00,19.87
2012-03-17 13:00:00,19.98
2012-03-17 16:00:00,19.78
2012-03-17 20:00:00,19.89
2012-03-18 19:45:00,20.41
2012-03-19 07:00:00,27.670000000000005
2012-03-19 10:00:00,20.35
2012-03-19 22:45:00,20.56
2012-03-19 23:30:00,19.98
2012-03-20 00:30:00,20.31
2012-03-20 06:45:00,19.87
2012-03-20 11:00:00,20.26
2012-03-20 20:00:00,20.21
2012-03-20 22:30:00,20.32
2012-03-21 07:00:00,55.98
2012-03-21 09:30:00,20.81
2012-03-21 20:15:00,22.26
2012-03-22 10:15:00,20.0
2012-03-22 10:45:00,21.19
2012-03-22 14:30:00,20.4
2012-03-22 15:45:00,21.21
2012-03-23 06:30:00,20.67
2012-03-24 14:00:00,19.88
2012-03-24 20:30:00,20.14
2012-03-25 12:00:00,20.1
2012-03-26 13:30:00,20.3
2012-03-26 22:45:00,23.66
2012-03-27 07:00:00,20.69
2012-03-27 09:15:00,19.9
2012-03-27 10:15:00,20.9
2012-03-27 13:45:00,21.14
2012-03-27 20:30:00,20.52
2012-03-28 07:15:00,21.19
2012-03-28 08:45:00,20.99
2012-03-29 07:15:00,19.85
2012-03-29 08:30:00,20.51
2012-03-29 20:15:00,19.88
2012-03-30 07:00:00,20.25
2012-03-30 09:15:00,20.44
2012-03-31 00:45:00,19.89
2012-03-31 10:00:00,20.22
2012-04-01 12:15:00,20.12
2012-04-02 07:00:00,20.01
2012-04-02 08:30:00,20.27
2012-04-03 00:15:00,19.84
2012-04-03 02:45:00,20.09
2012-04-03 05:15:00,19.84
2012-04-04 06:45:00,20.44
2012-04-05 06:45:00,19.78
2012-04-05 09:00:00,19.98
2012-04-06 11:45:00,20.06
2012-04-06 20:30:00,19.8
2012-04-07 10:15:00,19.97
2012-04-08 10:45:00,20.11
2012-04-09 09:00:00,20.06
2012-04-10 07:00:00,20.0
2012-04-10 09:00:00,19.94
2012-04-10 23:30:00,19.81
2012-04-11 08:15:00,19.97
2012-04-12 07:15:00,19.89
2012-04-12 14:00:00,19.93
2012-04-12 14:30:00,20.27
2012-04-12 20:30:00,20.71
2012-04-13 12:30:00,21.72
2012-04-13 13:15:00,19.85
2012-04-14 12:15:00,19.79
2012-04-14 12:45:00,19.85
2012-04-14 14:15:00,19.84
2012-04-14 21:00:00,19.85
2012-04-14 22:30:00,20.92
2012-04-15 20:15:00,20.41
2012-04-16 20:45:00,20.4
2012-04-17 10:45:00,19.85
2012-04-18 15:00:00,19.81
2012-04-19 12:45:00,19.78
2012-04-19 22:30:00,20.1
2012-04-20 15:45:00,19.79
2012-04-21 15:30:00,20.58
2012-04-22 14:45:00,20.06
2012-04-22 20:45:00,21.71
2012-04-23 13:15:00,20.4
2012-04-23 14:00:00,19.97
2012-04-24 15:00:00,19.92
2012-04-25 12:00:00,19.87
2012-04-26 09:30:00,20.05
2012-04-27 10:15:00,20.53
2012-04-28 10:15:00,19.92
2012-04-28 10:45:00,20.63
2012-04-28 21:00:00,19.93
2012-04-29 12:45:00,20.51
2012-04-29 22:15:00,19.87
2012-04-30 11:00:00,21.06
2012-05-01 13:45:00,21.12
2012-05-02 11:45:00,20.16
2012-05-03 10:15:00,48.27
2012-05-04 11:15:00,19.92
2012-05-04 17:15:00,31.32
2012-05-05 11:15:00,20.26
2012-05-06 13:15:00,20.03
2012-05-07 07:30:00,19.82
2012-05-07 08:15:00,19.81
2012-05-08 12:30:00,20.01
2012-05-08 15:15:00,20.13
2012-05-09 10:15:00,20.13
2012-05-09 22:30:00,20.11
2012-05-10 10:15:00,19.98
2012-05-10 11:00:00,19.81
2012-05-10 16:15:00,20.25
2012-05-10 20:15:00,19.78
2012-05-10 23:30:00,20.08
2012-05-11 07:00:00,20.28
2012-05-11 09:00:00,20.08
2012-05-12 12:15:00,20.83
2012-05-12 20:45:00,20.2
2012-05-13 13:15:00,20.68
2012-05-14 09:45:00,19.88
2012-05-15 14:45:00,19.8
2012-05-15 21:00:00,19.89
2012-05-16 12:00:00,20.36
2012-05-17 09:00:00,20.11
2012-05-17 12:15:00,21.4
2012-05-17 20:45:00,20.56
2012-05-18 13:00:00,20.54
2012-05-18 20:45:00,20.18
2012-05-18 21:45:00,19.8
2012-05-18 22:30:00,21.05
2012-05-19 12:15:00,20.32
2012-05-20 11:00:00,20.4
2012-05-20 23:45:00,20.8
2012-05-21 08:30:00,20.8
2012-05-22 11:00:00,21.82
2012-05-23 11:45:00,20.8
2012-05-24 09:30:00,20.59
2012-05-24 11:15:00,21.36
2012-05-25 09:45:00,20.11
2012-05-26 11:15:00,19.79
2012-05-27 12:15:00,20.4
2012-05-28 11:00:00,20.61
2012-05-29 11:45:00,20.29
2012-05-30 12:00:00,19.91
2012-05-31 11:30:00,21.14
2012-05-31 13:00:00,20.55
2012-05-31 15:30:00,20.57
2012-06-01 13:00:00,21.76
2012-06-01 22:30:00,21.46
2012-06-02 12:15:00,22.66
2012-06-02 22:45:00,20.48
2012-06-03 00:45:00,20.52
2012-06-03 13:30:00,19.8
2012-06-03 20:45:00,21.06
2012-06-04 10:45:00,20.23
2012-06-05 10:00:00,20.16
2012-06-06 10:30:00,20.04
2012-06-06 19:00:00,19.86
2012-06-06 22:30:00,20.91
2012-06-07 12:15:00,22.58
2012-06-07 12:45:00,20.09
2012-06-07 21:45:00,19.84
2012-06-08 12:15:00,21.2
2012-06-09 12:30:00,19.79
2012-06-10 12:45:00,20.1
2012-06-11 10:00:00,19.98
2012-06-12 09:15:00,20.23
2012-06-12 10:15:00,20.03
2012-06-13 13:45:00,19.78
2012-06-13 14:15:00,20.25
2012-06-13 20:30:00,19.83
2012-06-13 22:30:00,19.87
2012-06-14 11:15:00,26.34
2012-06-15 11:15:00,20.25
2012-06-16 00:30:00,21.79
2012-06-16 09:15:00,20.23
2012-06-16 21:00:00,20.68
2012-06-16 23:30:00,20.46
2012-06-17 00:30:00,20.06
2012-06-17 09:15:00,19.84
2012-06-18 11:00:00,20.37
2012-06-19 10:00:00,20.39
2012-06-19 11:00:00,20.27
2012-06-19 21:15:00,20.48
2012-06-20 11:00:00,21.31
2012-06-21 10:00:00,20.21
2012-06-22 09:00:00,20.45
2012-06-23 00:30:00,20.62
2012-06-23 10:15:00,20.19
2012-06-24 10:45:00,20.02
2012-06-25 09:30:00,19.89
2012-06-26 08:45:00,20.04
2012-06-27 00:45:00,20.11
2012-06-27 08:15:00,20.48
2012-06-28 00:30:00,20.37
2012-06-28 08:30:00,19.89
2012-06-29 00:45:00,21.31
2012-06-29 08:15:00,19.93
2012-06-30 08:30:00,20.8
2012-07-01 10:15:00,20.57
2012-07-02 11:00:00,20.01
2012-07-02 23:30:00,19.86
2012-07-03 10:15:00,19.88
2012-07-03 10:45:00,20.12
2012-07-03 23:30:00,19.83
2012-07-04 10:45:00,20.01
2012-07-05 09:15:00,19.93
2012-07-06 09:15:00,19.97
2012-07-07 08:45:00,20.04
2012-07-07 23:15:00,19.84
2012-07-08 09:30:00,19.81
2012-07-09 05:30:00,19.78
2012-07-10 09:00:00,19.8
2012-07-11 00:30:00,19.85
2012-07-11 06:30:00,19.87
2012-07-12 00:45:00,19.94
2012-07-12 08:30:00,19.84
2012-07-13 08:45:00,19.81
2012-07-14 09:00:00,19.99
2012-07-15 10:00:00,20.15
2012-07-15 22:30:00,19.84
2012-07-16 09:45:00,19.99
2012-07-17 09:00:00,19.85
2012-07-18 08:45:00,20.05
2012-07-19 08:15:00,20.23
2012-07-20 07:45:00,20.05
2012-07-21 08:30:00,19.86
2012-07-22 08:45:00,19.88
2012-07-23 06:45:00,19.9
2012-07-23 07:45:00,19.96
2012-07-24 07:45:00,19.89
2012-07-25 06:30:00,20.07
2012-07-27 04:15:00,19.86
2012-07-28 08:30:00,20.29
2012-07-29 09:00:00,19.91
2012-07-30 08:00:00,20.11
2012-07-31 08:00:00,19.94
2012-08-01 06:30:00,19.82
2012-08-02 06:45:00,19.91
2012-08-03 07:30:00,19.88
2012-08-04 02:45:00,19.8
2012-08-04 08:00:00,20.19
2012-08-05 06:15:00,19.85
2012-08-06 06:30:00,19.86
2012-08-07 07:45:00,19.85
2012-08-08 05:30:00,20.17
2012-08-09 06:00:00,19.9
2012-08-11 09:15:00,19.98
2012-08-12 09:15:00,19.85
2012-08-12 09:45:00,20.01
2012-08-13 05:45:00,19.95
2012-08-14 06:45:00,19.88
2012-08-15 10:45:00,19.79
2012-08-16 06:30:00,20.29
2012-08-17 06:30:00,20.47
2012-08-18 08:00:00,19.87
2012-08-19 10:15:00,19.97
2012-08-20 00:45:00,20.07
2012-08-20 08:30:00,20.25
2012-08-21 10:00:00,20.02
2012-08-22 10:15:00,20.02
2012-08-23 10:00:00,19.91
2012-08-24 09:00:00,19.93
2012-08-25 09:45:00,19.94
2012-08-26 09:45:00,19.89
2012-08-27 06:30:00,19.91
2012-08-28 06:30:00,20.35
2012-08-29 06:45:00,20.2
2012-08-29 09:00:00,20.16
2012-08-30 00:30:00,20.37
2012-08-30 06:30:00,20.59
2012-08-30 08:30:00,19.78
2012-08-31 06:00:00,19.91
2012-09-01 09:00:00,20.18
2012-09-02 10:15:00,19.79
2012-09-03 00:30:00,20.0
2012-09-03 09:30:00,19.88
2012-09-04 07:00:00,21.57
2012-09-04 08:30:00,19.85
2012-09-05 00:30:00,20.02
2012-09-05 06:45:00,20.17
2012-09-06 05:45:00,19.78
2012-09-07 07:00:00,19.93
2012-09-08 10:30:00,20.55
2012-09-09 12:15:00,20.39
2012-09-10 07:00:00,19.92
2012-09-10 10:00:00,19.92
2012-09-10 10:45:00,20.1
2012-09-10 23:30:00,20.91
2012-09-11 07:00:00,19.89
2012-09-11 12:30:00,19.86
2012-09-12 06:45:00,20.13
2012-09-12 08:45:00,20.25
2012-09-13 05:45:00,19.83
2012-09-13 10:15:00,20.48
2012-09-13 13:45:00,23.77
2012-09-14 05:15:00,19.97
2012-09-15 10:15:00,19.82
2012-09-16 10:45:00,19.86
