Date,Value
2013-07-06,49514.62290000002
2013-07-07,49524.43170000002
2013-07-08,49524.43170000002
2013-07-09,49524.43170000002
2013-07-10,49524.43170000002
2013-07-11,49524.43170000002
2013-07-12,49524.43170000002
2013-07-13,49524.43170000002
2013-07-14,49524.43170000002
2013-07-15,49524.43170000002
2013-07-16,49550.55760000003
2013-07-17,49550.55760000003
2013-07-18,49550.55760000003
2013-07-19,49550.55760000003
2013-07-20,49550.55760000003
2013-07-21,49550.55760000003
2013-07-22,49550.55760000003
2013-07-23,49550.55760000003
2013-07-24,49550.55760000003
2013-07-25,49550.55760000003
2013-07-26,49550.55760000003
2013-07-27,49550.55760000003
2013-07-28,49550.55760000003
2013-07-29,49554.86590000002
2013-07-30,49554.86590000002
2013-07-31,49554.86590000002
2013-08-01,49554.86590000002
2013-08-02,49554.86590000002
2013-08-03,49554.86590000002
2013-08-04,49561.26570000002
2013-08-05,49565.36680000002
2013-08-06,49565.36680000002
2013-08-07,49570.76940000002
2013-08-08,49570.76940000002
2013-08-09,49570.76940000002
2013-08-10,49570.76940000002
2013-08-11,49570.76940000002
2013-08-12,49570.76940000002
2013-08-13,49570.76940000002
2013-08-14,49570.76940000002
2013-08-15,49570.76940000002
2013-08-16,49570.76940000002
2013-08-17,49570.76940000002
2013-08-18,49570.76940000002
2013-08-19,49580.669300000016
2013-08-20,49580.669300000016
2013-08-21,49584.07150000002
2013-08-22,49584.07150000002
2013-08-23,49584.07150000002
2013-08-24,49584.07150000002
2013-08-25,49584.07150000002
2013-08-26,49584.07150000002
2013-08-27,49584.07150000002
2013-08-28,49584.07150000002
2013-08-29,49585.27570000002
2013-08-30,49585.27570000002
2013-08-31,49585.27570000002
2013-09-01,49585.27570000002
2013-09-02,49585.27570000002
2013-09-03,49585.27570000002
2013-09-04,49585.27570000002
2013-09-05,49585.27570000002
2013-09-06,49585.27570000002
2013-09-07,49585.27570000002
2013-09-08,49585.27570000002
2013-09-09,49585.27570000002
2013-09-10,49585.27570000002
2013-09-11,49585.27570000002
2013-09-12,49585.27570000002
2013-09-13,49585.27570000002
2013-09-14,49585.27570000002
2013-09-15,49585.27570000002
2013-09-16,49585.27570000002
2013-09-17,49585.27570000002
2013-09-18,49585.27570000002
2013-09-19,49585.27570000002
2013-09-20,49585.27570000002
2013-09-21,49585.27570000002
2013-09-22,49585.27570000002
2013-09-23,49626.22800000002
2013-09-24,49631.83800000002
2013-09-25,49631.83800000002
2013-09-26,49633.443200000016
2013-09-27,49637.44420000002
2013-09-28,49637.44420000002
2013-09-29,49637.44420000002
2013-09-30,49637.44420000002
2013-10-01,49649.54850000002
2013-10-02,49649.54850000002
2013-10-03,49649.54850000002
2013-10-04,49649.54850000002
2013-10-05,49649.54850000002
2013-10-06,49649.54850000002
2013-10-07,49649.54850000002
2013-10-08,49649.54850000002
2013-10-09,49456.45720000002
2013-10-10,49658.05540000003
2013-10-11,49658.05540000003
2013-10-12,49661.35710000003
2013-10-13,49661.35710000003
2013-10-14,49661.35710000003
2013-10-15,49661.35710000003
2013-10-16,49661.35710000003
2013-10-17,49661.35710000003
2013-10-18,49661.35710000003
2013-10-19,49661.35710000003
2013-10-20,49693.35650000003
2013-10-21,49661.32090000004
2013-10-22,49946.09180000003
2013-10-23,49946.09180000003
2013-10-24,49963.59750000004
2013-10-25,49970.808100000046
2013-10-26,49973.01090000005
2013-10-27,49978.11200000005
2013-10-28,49796.03010000004
2013-10-29,50045.675700000036
2013-10-30,50045.675700000036
2013-10-31,50045.675700000036
2013-11-01,50045.675700000036
2013-11-02,50086.51910000003
2013-11-03,50086.51910000003
2013-11-04,49974.70760000004
2013-11-05,50252.74160000005
2013-11-06,50259.25030000005
2013-11-07,50267.653300000056
2013-11-08,50267.653300000056
2013-11-09,50083.169000000045
2013-11-10,50356.506700000056
2013-11-11,50356.506700000056
2013-11-12,50364.91230000006
2013-11-13,50435.173900000045
2013-11-14,50435.173900000045
2013-11-15,50435.173900000045
2013-11-16,50238.47740000005
2013-11-17,50461.36630000006
2013-11-18,50461.36630000006
2013-11-19,50461.36630000006
2013-11-20,50461.36630000006
2013-11-21,50461.36630000006
2013-11-22,50461.36630000006
2013-11-23,50461.36630000006
2013-11-24,50461.36630000006
2013-11-25,50461.36630000006
2013-11-26,50461.36630000006
2013-11-27,50461.36630000006
2013-11-28,50461.36630000006
2013-11-29,50461.36630000006
2013-11-30,50461.36630000006
2013-12-01,50517.77770000006
2013-12-02,50517.77770000006
2013-12-03,50517.77770000006
2013-12-04,50517.77770000006
2013-12-05,50537.68460000005
2013-12-06,50701.13090000006
2013-12-07,50701.13090000006
2013-12-08,50701.13090000006
2013-12-09,50701.13090000006
2013-12-10,50701.13090000006
2013-12-11,50701.13090000006
2013-12-12,50701.13090000006
2013-12-13,50701.13090000006
2013-12-14,50701.13090000006
2013-12-15,50701.13090000006
2013-12-16,50701.13090000006
2013-12-17,50701.13090000006
2013-12-18,50701.13090000006
2013-12-19,50701.13090000006
2013-12-20,50904.38680000006
2013-12-21,50904.38680000006
2013-12-22,50904.38680000006
2013-12-23,50904.38680000006
2013-12-24,50904.38680000006
2013-12-25,50911.889500000056
2013-12-26,50911.889500000056
2013-12-27,50911.889500000056
2013-12-28,50911.889500000056
2013-12-29,50911.889500000056
2013-12-30,50911.889500000056
2013-12-31,50911.889500000056
2014-01-01,50911.889500000056
2014-01-02,50716.29410000007
2014-01-03,50921.288900000065
2014-01-04,50921.288900000065
2014-01-05,50897.96560000006
2014-01-06,51260.25540000006
2014-01-07,51260.25540000006
2014-01-08,51260.25540000006
2014-01-09,51260.25540000006
2014-01-10,51111.90720000006
2014-01-11,51319.11480000006
2014-01-12,51319.11480000006
2014-01-13,51163.36160000006
2014-01-14,51624.74460000007
2014-01-15,51628.84730000006
2014-01-16,51628.84730000006
2014-01-17,51628.84730000006
2014-01-18,51628.84730000006
2014-01-19,51628.84730000006
2014-01-20,51433.15180000006
2014-01-21,51634.15060000005
2014-01-22,51649.74820000004
2014-01-23,51620.73930000004
2014-01-24,51823.44360000004
2014-01-25,51823.44360000004
2014-01-26,51823.44360000004
2014-01-27,51636.456800000036
2014-01-28,51839.353700000036
2014-01-29,51839.353700000036
2014-01-30,51839.353700000036
2014-01-31,51692.106600000036
2014-02-01,51957.74070000004
2014-02-02,51957.74070000004
2014-02-03,51972.358300000036
2014-02-04,51972.358300000036
2014-02-05,51972.358300000036
2014-02-06,51972.358300000036
2014-02-07,51972.358300000036
2014-02-08,51972.358300000036
2014-02-09,51972.358300000036
2014-02-10,51972.358300000036
2014-02-11,51972.358300000036
2014-02-12,51972.358300000036
2014-02-13,51972.358300000036
2014-02-14,51972.358300000036
2014-02-15,52035.199900000036
2014-02-16,51973.82160000004
2014-02-17,52049.73790000004
2014-02-18,52365.33140000004
2014-02-19,52249.11290000005
2014-02-20,52363.089000000036
2014-02-21,52583.168700000046
2014-02-22,52583.168700000046
2014-02-23,52622.78220000005
2014-02-24,52974.80090000006
2014-02-25,52974.80090000006
2014-02-26,52974.80090000006
2014-02-27,53165.47080000006
2014-02-28,53165.47080000006
2014-03-01,53165.47080000006
2014-03-02,53175.87280000007
2014-03-03,53594.380100000075
2014-03-04,53594.380100000075
2014-03-05,53594.380100000075
2014-03-06,53594.380100000075
2014-03-07,53594.380100000075
2014-03-08,53594.380100000075
2014-03-09,53633.913800000075
2014-03-10,53633.913800000075
2014-03-11,53633.913800000075
2014-03-12,53532.69450000007
2014-03-13,53812.99880000007
2014-03-14,53617.003000000055
2014-03-15,54105.21760000006
2014-03-16,54105.21760000006
2014-03-17,54330.91480000006
2014-03-18,54330.91480000006
2014-03-19,54330.91480000006
2014-03-20,54660.73220000006
2014-03-21,54490.261900000056
2014-03-22,54884.70140000004
2014-03-23,54984.29340000004
2014-03-24,55086.91740000004
2014-03-25,55086.91740000004
2014-03-26,55086.91740000004
2014-03-27,54920.35100000003
2014-03-28,55140.93020000003
2014-03-29,55140.93020000003
2014-03-30,55140.93020000003
2014-03-31,55098.91430000002
2014-04-01,55643.70040000003
2014-04-02,55643.70040000003
2014-04-03,55643.70040000003
2014-04-04,55643.70040000003
2014-04-05,55643.70040000003
2014-04-06,55643.70040000003
2014-04-07,55643.70040000003
2014-04-08,55643.70040000003
2014-04-09,55643.70040000003
2014-04-10,55643.70040000003
2014-04-11,56085.83390000003
2014-04-12,56235.55810000003
2014-04-13,56235.55810000003
2014-04-14,56235.55810000003
2014-04-15,56420.98730000004
2014-04-16,56420.98730000004
2014-04-17,56463.01450000003
2014-04-18,56463.01450000003
2014-04-19,56463.01450000003
2014-04-20,56490.53040000004
2014-04-21,56490.53040000004
2014-04-22,56490.53040000004
2014-04-23,56490.53040000004
2014-04-24,56531.96820000005
2014-04-25,56531.96820000005
2014-04-26,56531.96820000005
2014-04-27,56531.96820000005
2014-04-28,56531.96820000005
2014-04-29,56531.96820000005
2014-04-30,56531.96820000005
2014-05-01,56641.57240000004
2014-05-02,56641.57240000004
2014-05-03,56641.57240000004
2014-05-04,56751.45650000004
2014-05-05,56907.35710000003
2014-05-06,57234.88160000003
2014-05-07,57130.77760000003
2014-05-08,57333.77440000001
2014-05-09,57333.77440000001
2014-05-10,57176.31710000001
2014-05-11,57397.39580000001
2014-05-12,57505.63190000003
2014-05-13,57505.63190000003
2014-05-14,57518.433700000016
2014-05-15,57518.433700000016
2014-05-16,57518.433700000016
2014-05-17,57557.44350000003
2014-05-18,57822.73270000003
2014-05-19,57870.30630000003
2014-05-20,58080.39890000003
2014-05-21,58080.39890000003
2014-05-22,58080.39890000003
2014-05-23,58080.39890000003
2014-05-24,58080.39890000003
2014-05-25,58080.39890000003
2014-05-26,58080.39890000003
2014-05-27,58080.39890000003
2014-05-28,58080.39890000003
2014-05-29,58080.39890000003
2014-05-30,58080.39890000003
2014-05-31,58080.39890000003
2014-06-01,58080.39890000003
2014-06-02,58080.39890000003
2014-06-03,58080.39890000003
2014-06-04,58080.39890000003
2014-06-05,58080.39890000003
2014-06-06,58080.39890000003
2014-06-07,58080.39890000003
2014-06-08,58080.39890000003
2014-06-09,58080.39890000003
2014-06-10,58080.39890000003
2014-06-11,58080.39890000003
2014-06-12,58257.82610000001
2014-06-13,58257.82610000001
2014-06-14,58257.82610000001
2014-06-15,58339.23610000003
2014-06-16,58757.56900000003
2014-06-17,58757.56900000003
2014-06-18,58757.56900000003
2014-06-19,58757.56900000003
2014-06-20,58757.56900000003
2014-06-21,58757.56900000003
2014-06-22,58757.56900000003
2014-06-23,58757.56900000003
2014-06-24,58966.69470000001
2014-06-25,58966.69470000001
2014-06-26,58966.69470000001
2014-06-27,58966.69470000001
2014-06-28,58966.69470000001
2014-06-29,58966.69470000001
2014-06-30,59095.02420000001
2014-07-01,59095.02420000001
2014-07-02,59164.861
2014-07-03,59164.861
2014-07-04,59164.861
2014-07-05,59164.861
2014-07-06,59336.39410000001
2014-07-07,59441.0581
2014-07-08,59441.0581
2014-07-09,59441.0581
2014-07-10,59441.0581
2014-07-11,59441.0581
2014-07-12,59441.0581
2014-07-13,59441.0581
2014-07-14,59441.0581
2014-07-15,59441.0581
2014-07-16,59441.0581
2014-07-17,59441.0581
2014-07-18,59441.0581
2014-07-19,59441.0581
2014-07-20,59441.0581
2014-07-21,59441.0581
2014-07-22,59441.0581
2014-07-23,59441.0581
2014-07-24,59441.0581
2014-07-25,59441.0581
2014-07-26,59476.67850000001
2014-07-27,59476.67850000001
2014-07-28,59476.67850000001
2014-07-29,59476.67850000001
2014-07-30,59476.67850000001
2014-07-31,59555.44700000001
2014-08-01,59555.44700000001
2014-08-02,59555.44700000001
2014-08-03,59555.44700000001
2014-08-04,59555.44700000001
2014-08-05,59555.44700000001
2014-08-06,59555.44700000001
2014-08-07,59555.44700000001
2014-08-08,59555.44700000001
2014-08-09,59555.44700000001
2014-08-10,59555.44700000001
2014-08-11,59555.44700000001
2014-08-12,59555.44700000001
2014-08-13,59555.44700000001
2014-08-14,59555.44700000001
2014-08-15,59555.44700000001
2014-08-16,59555.44700000001
2014-08-17,59555.44700000001
2014-08-18,59555.44700000001
2014-08-19,59555.44700000001
2014-08-20,59555.44700000001
2014-08-21,59555.44700000001
2014-08-22,59555.44700000001
2014-08-23,59555.44700000001
2014-08-24,59555.44700000001
2014-08-25,59555.44700000001
2014-08-26,59555.44700000001
2014-08-27,59555.44700000001
2014-08-28,59555.44700000001
2014-08-29,59555.44700000001
2014-08-30,59555.44700000001
2014-08-31,59555.44700000001
2014-09-01,59555.44700000001
2014-09-02,59555.44700000001
2014-09-03,59555.44700000001
2014-09-04,59555.44700000001
2014-09-05,59555.44700000001
2014-09-06,59555.44700000001
2014-09-07,59555.44700000001
2014-09-08,59555.44700000001
2014-09-09,59555.44700000001
2014-09-10,59555.44700000001
2014-09-11,59555.44700000001
2014-09-12,59555.44700000001
2014-09-13,59555.44700000001
2014-09-14,59555.44700000001
2014-09-15,59555.44700000001
2014-09-16,59555.44700000001
2014-09-17,59555.44700000001
2014-09-18,59555.44700000001
2014-09-19,59555.44700000001
2014-09-20,59555.44700000001
2014-09-21,59555.44700000001
2014-09-22,59555.44700000001
2014-09-23,59555.44700000001
2014-09-24,59555.44700000001
2014-09-25,59686.22510000001
2014-09-26,59686.22510000001
2014-09-27,59686.22510000001
2014-09-28,59686.22510000001
2014-09-29,59686.22510000001
2014-09-30,59686.22510000001
2014-10-01,59793.36540000001
2014-10-02,59793.36540000001
2014-10-03,59793.36540000001
2014-10-04,60091.42010000001
2014-10-05,60091.42010000001
2014-10-06,60117.70780000001
2014-10-07,60117.70780000001
2014-10-08,60161.8201
2014-10-09,60161.8201
2014-10-10,60161.8201
2014-10-11,60161.8201
2014-10-12,60161.8201
2014-10-13,60269.3836
2014-10-14,60269.3836
2014-10-15,60269.3836
2014-10-16,60269.3836
2014-10-17,60593.46169999999
2014-10-18,60725.04579999999
2014-10-19,60725.04579999999
2014-10-20,60725.04579999999
2014-10-21,60725.04579999999
2014-10-22,60725.04579999999
2014-10-23,60725.04579999999
2014-10-24,60725.04579999999
2014-10-25,60725.04579999999
2014-10-26,60845.3316
2014-10-27,60694.6795
2014-10-28,60904.0699
2014-10-29,60922.5898
2014-10-30,60922.5898
2014-10-31,60944.60799999999
2014-11-01,60944.60799999999
2014-11-02,60925.5922
2014-11-03,61072.7128
2014-11-04,61274.8105
2014-11-05,61274.8105
2014-11-06,61274.8105
2014-11-07,61274.8105
2014-11-08,61274.8105
2014-11-09,61389.21640000001
2014-11-10,61367.7088
2014-11-11,61637.2778
2014-11-12,61700.33500000001
2014-11-13,61766.38640000001
2014-11-14,61766.38640000001
2014-11-15,61766.38640000001
2014-11-16,61766.38640000001
2014-11-17,61766.38640000001
2014-11-18,61766.38640000001
2014-11-19,61766.38640000001
2014-11-20,61766.38640000001
2014-11-21,61766.38640000001
2014-11-22,61766.38640000001
2014-11-23,61850.3974
2014-11-24,62019.498600000006
2014-11-25,62019.498600000006
2014-11-26,62019.498600000006
2014-11-27,62019.498600000006
2014-11-28,62019.498600000006
2014-11-29,61955.12690000003
2014-11-30,62006.28320000003
2014-12-01,62073.452700000016
2014-12-02,62425.65940000001
2014-12-03,62425.65940000001
2014-12-04,62425.65940000001
2014-12-05,62425.65940000001
2014-12-06,62460.1761
2014-12-07,62460.1761
2014-12-08,62460.1761
2014-12-09,62460.1761
2014-12-10,62460.1761
2014-12-11,62460.1761
2014-12-12,62460.1761
2014-12-13,62460.1761
2014-12-14,62314.22750000001
2014-12-15,62522.01950000001
2014-12-16,62605.67210000001
2014-12-17,62605.67210000001
2014-12-18,62605.67210000001
2014-12-19,62605.67210000001
2014-12-20,62605.67210000001
2014-12-21,62605.67210000001
2014-12-22,62605.67210000001
2014-12-23,62760.52320000003
2014-12-24,62746.87760000003
2014-12-25,62800.47180000003
2014-12-26,62815.28400000003
2014-12-27,62829.19870000001
2014-12-28,63029.49820000001
2014-12-29,63041.89100000001
2014-12-30,62845.299000000006
2014-12-31,63054.41530000003
2015-01-01,63054.41530000003
2015-01-02,63054.41530000003
2015-01-03,63054.41530000003
2015-01-04,63055.12020000001
2015-01-05,63058.52940000001
2015-01-06,63058.52940000001
2015-01-07,63058.52940000001
2015-01-08,63065.14600000003
2015-01-09,63065.14600000003
2015-01-10,63065.14600000003
2015-01-11,63065.14600000003
2015-01-12,63065.14600000003
2015-01-13,63076.13940000003
2015-01-14,63076.13940000003
2015-01-15,63076.13940000003
2015-01-16,63076.13940000003
2015-01-17,63076.13940000003
2015-01-18,63089.94000000003
2015-01-19,62896.84410000003
2015-01-20,63095.84490000003
2015-01-21,62901.95460000003
2015-01-22,62908.05930000003
2015-01-23,63270.89610000003
2015-01-24,63274.30410000003
2015-01-25,63088.51750000003
2015-01-26,63109.01020000002
2015-01-27,63113.01720000001
2015-01-28,63177.296700000006
2015-01-29,63254.7706
2015-01-30,63316.89130000001
2015-01-31,63515.79220000001
2015-02-01,63333.11550000003
2015-02-02,63341.53030000001
2015-02-03,63358.02680000003
2015-02-04,63380.64640000001
2015-02-05,63392.1503
2015-02-06,63605.237
2015-02-07,63434.23020000001
2015-02-08,63446.9451
2015-02-09,63450.1505
2015-02-10,63488.662000000004
2015-02-11,63528.8976
2015-02-12,63535.70920000001
2015-02-13,63734.4103
2015-02-14,63737.71420000001
2015-02-15,63555.13180000003
2015-02-16,63555.13180000003
2015-02-17,63762.03630000003
2015-02-18,63780.23410000001
2015-02-19,63582.94540000002
2015-02-20,63593.56520000003
2015-02-21,63632.67790000003
2015-02-22,63632.582400000036
2015-02-23,63836.98760000003
2015-02-24,63836.98760000003
2015-02-25,63836.98760000003
2015-02-26,63839.09130000003
2015-02-27,63843.69990000003
2015-02-28,63843.69990000003
2015-03-01,63843.69990000003
2015-03-02,63843.69990000003
2015-03-03,63843.69990000003
2015-03-04,63846.60240000003
2015-03-05,63860.70590000004
2015-03-06,63860.70590000004
2015-03-07,63663.10850000004
2015-03-08,63667.11490000005
2015-03-09,63864.81700000005
2015-03-10,63865.920700000046
2015-03-11,63669.42740000005
2015-03-12,63680.33250000005
2015-03-13,63683.83680000005
2015-03-14,63899.13770000005
2015-03-15,63905.45440000006
2015-03-16,63711.96010000006
2015-03-17,63714.36470000005
2015-03-18,63721.17170000005
2015-03-19,63725.37210000005
2015-03-20,63755.96050000005
2015-03-21,63956.55970000005
2015-03-22,63956.55970000005
2015-03-23,63766.26540000006
2015-03-24,63770.971900000055
2015-03-25,63775.58310000006
2015-03-26,63790.40270000006
2015-03-27,63857.99830000006
2015-03-28,64037.97290000006
2015-03-29,64115.03800000005
2015-03-30,64142.15510000006
2015-03-31,64148.05820000005
2015-04-01,64157.36330000005
2015-04-02,64174.68200000005
2015-04-03,64219.61830000004
2015-04-04,64442.91260000004
2015-04-05,64445.41630000004
2015-04-06,64263.83810000005
2015-04-07,64313.24910000004
2015-04-08,64362.18440000004
2015-04-09,64398.28270000005
2015-04-10,64402.685700000045
2015-04-11,64456.57520000005
2015-04-12,64467.38620000005
2015-04-13,64685.66770000005
2015-04-14,64715.35860000005
2015-04-15,64549.54200000005
2015-04-16,64590.26810000005
2015-04-17,64645.39280000004
2015-04-18,64848.28970000004
2015-04-19,64705.81540000005
2015-04-20,64753.09990000003
2015-04-21,64766.40340000003
2015-04-22,64770.31450000004
2015-04-23,64799.43080000003
2015-04-24,65015.71430000003
2015-04-25,64904.20380000003
2015-04-26,65102.10570000003
2015-04-27,64945.63240000003
2015-04-28,64959.841600000036
2015-04-29,65139.973400000046
2015-04-30,65162.577400000046
2015-05-01,65181.08910000004
2015-05-02,65221.68890000005
2015-05-03,65229.40060000005
2015-05-04,65262.22060000006
2015-05-05,65295.821800000056
2015-05-06,65546.90090000005
2015-05-07,65593.97900000005
2015-05-08,65596.88430000006
2015-05-09,65627.55860000005
2015-05-10,65636.06590000005
2015-05-11,65447.176000000036
2015-05-12,65477.17540000004
2015-05-13,65723.42000000003
2015-05-14,65533.23540000004
2015-05-15,65744.03540000005
2015-05-16,65619.01880000005
2015-05-17,65817.42020000005
2015-05-18,65821.91990000005
2015-05-19,65830.22260000005
2015-05-20,65650.84500000004
2015-05-21,65856.84560000006
2015-05-22,65871.55810000008
2015-05-23,65701.28040000006
2015-05-24,65913.09620000004
2015-05-25,65722.40610000005
2015-05-26,65745.59210000005
2015-05-27,65749.59930000006
2015-05-28,66006.77390000006
2015-05-29,66016.26920000008
2015-05-30,66046.49660000006
2015-05-31,66057.80430000005
2015-06-01,65867.91940000004
2015-06-02,65871.72100000003
2015-06-03,66185.97330000004
2015-06-04,66237.64880000005
2015-06-05,66241.55290000005
2015-06-06,66447.76090000008
2015-06-07,66457.47060000007
2015-06-08,66477.25720000008
2015-06-09,66480.26400000008
2015-06-10,66489.66380000008
2015-06-11,66492.86900000006
2015-06-12,66501.27100000005
2015-06-13,66515.86560000005
2015-06-14,66515.86560000005
2015-06-15,66518.97050000005
2015-06-16,66522.57750000007
2015-06-17,66526.68280000008
2015-06-18,66527.08780000005
2015-06-19,66534.79270000006
2015-06-20,66346.19910000006
2015-06-21,66359.90580000008
2015-06-22,66375.32140000007
2015-06-23,66395.43770000008
2015-06-24,66609.93740000008
2015-06-25,66615.64310000007
2015-06-26,66620.95060000008
2015-06-27,66624.35260000007
2015-06-28,66625.95620000007
2015-06-29,66442.06610000008
2015-06-30,66640.46750000007
2015-07-01,66649.87590000007
2015-07-02,66458.08330000007
2015-07-03,66655.88530000008
2015-07-04,66662.28710000007
2015-07-05,66667.68730000008
2015-07-06,66675.38680000008
2015-07-07,66684.49690000009
2015-07-08,66689.20040000009
2015-07-09,66497.8044000001
2015-07-10,66512.41340000008
2015-07-11,66560.70010000007
2015-07-12,66567.99920000008
2015-07-13,66770.99600000007
2015-07-14,66580.40060000008
2015-07-15,66785.40440000006
2015-07-16,66793.20860000006
2015-07-17,66795.71090000006
2015-07-18,66800.31250000006
2015-07-19,66853.79640000005
2015-07-20,66866.10090000006
2015-07-21,66872.69970000006
2015-07-22,66874.30230000005
2015-07-23,66876.60460000005
2015-07-24,66878.60840000008
2015-07-25,66883.41260000005
2015-07-26,66884.91830000006
2015-07-27,66888.92510000008
2015-07-28,66891.12870000009
2015-07-29,66894.13170000007
2015-07-30,66896.43740000008
2015-07-31,66896.84620000007
2015-08-01,66898.64980000007
2015-08-02,66900.95410000006
2015-08-03,66906.16190000005
2015-08-04,66908.16790000004
2015-08-05,66909.17150000004
2015-08-06,66913.47140000004
2015-08-07,66720.78250000003
2015-08-08,66726.89340000003
2015-08-09,66728.89800000003
2015-08-10,66732.60350000003
2015-08-11,66935.60030000003
2015-08-12,66936.50480000001
2015-08-13,66938.20730000001
2015-08-14,66939.91200000001
2015-08-15,66939.91620000004
2015-08-16,66943.32000000004
2015-08-17,66747.92600000004
2015-08-18,66948.82490000004
2015-08-19,66958.73100000004
2015-08-20,66976.23290000005
2015-08-21,66787.24210000003
2015-08-22,66788.84510000004
2015-08-23,66799.55800000003
2015-08-24,66998.85850000003
2015-08-25,67000.46190000002
2015-08-26,66805.16700000003
2015-08-27,66808.17480000004
2015-08-28,66816.58540000003
2015-08-29,67017.18940000003
2015-08-30,67023.18760000003
2015-08-31,66831.80560000004
2015-09-01,66844.61820000001
2015-09-02,66862.73229999999
2015-09-03,66871.6422
2015-09-04,67071.0426
2015-09-05,67076.54269999999
2015-09-06,66886.24959999997
2015-09-07,67086.24939999997
2015-09-08,67094.75769999999
2015-09-09,67098.36269999997
2015-09-10,67100.36669999997
2015-09-11,66912.07859999995
2015-09-12,67121.88799999996
2015-09-13,66927.39649999996
2015-09-14,66928.30059999996
2015-09-15,66945.51299999996
2015-09-16,66961.71959999997
2015-09-17,66965.62549999997
2015-09-18,66968.72919999996
2015-09-19,66998.63209999996
2015-09-20,67200.03949999996
2015-09-21,67007.94499999996
2015-09-22,67011.94799999996
2015-09-23,67033.04689999996
2015-09-24,67033.25089999996
2015-09-25,67231.35259999995
2015-09-26,67045.96959999997
2015-09-27,67053.47729999997
2015-09-28,67060.58259999997
2015-09-29,67065.58479999997
2015-09-30,67076.49069999997
2015-10-01,67086.59099999997
2015-10-02,67161.79619999997
2015-10-03,67190.09229999997
2015-10-04,67194.19239999997
2015-10-05,67240.31189999996
2015-10-06,67273.43779999994
2015-10-07,67275.83999999995
2015-10-08,67296.75489999994
2015-10-09,67320.66079999993
2015-10-10,67327.86279999992
2015-10-11,67355.58649999992
2015-10-12,67394.2801999999
2015-10-13,67599.5826999999
2015-10-14,67432.7926999999
2015-10-15,67438.0999999999
2015-10-16,67442.7083999999
2015-10-17,67475.82569999991
2015-10-18,67501.13099999988
2015-10-19,67504.33479999987
2015-10-20,67556.63489999987
2015-10-21,67617.53259999989
2015-10-22,67668.40049999987
2015-10-23,67879.20449999988
2015-10-24,67927.36649999989
2015-10-25,67736.97629999991
2015-10-26,67745.18509999987
2015-10-27,67756.40089999986
2015-10-28,67778.29199999987
2015-10-29,67791.29339999986
2015-10-30,67872.51399999985
2015-10-31,68130.92519999984
2015-11-01,67982.56379999981
2015-11-02,68014.47949999984
2015-11-03,68029.58219999983
2015-11-04,68058.61099999986
2015-11-05,68067.42179999985
2015-11-06,68352.10819999987
2015-11-07,68566.70119999986
2015-11-08,71758.70809999989
2015-11-09,71763.01199999989
2015-11-10,71779.73149999988
2015-11-11,71825.23219999987
2015-11-12,71874.33629999991
2015-11-13,72089.71399999988
2015-11-14,72089.71399999988
2015-11-15,72089.71399999988
2015-11-16,72120.84969999989
2015-11-17,72202.45209999988
2015-11-18,72972.13849999993
2015-11-19,73015.94649999992
2015-11-20,73034.0429999999
2015-11-21,73053.1658999999
2015-11-22,73053.1658999999
2015-11-23,73053.1658999999
2015-11-24,73071.2631999999
2015-11-25,73071.2631999999
2015-11-26,73071.2631999999
2015-11-27,73166.03419999992
2015-11-28,73380.41959999992
2015-11-29,73425.1026999999
2015-11-30,73242.22839999992
2015-12-01,73264.83239999993
2015-12-02,73289.84499999994
2015-12-03,73308.14749999992
2015-12-04,73310.75189999992
2015-12-05,73324.64959999992
2015-12-06,73356.14529999995
2015-12-07,73401.44679999992
2015-12-08,73432.8475999999
2015-12-09,73837.5797999999
2015-12-10,73908.18419999989
2015-12-11,74026.98279999994
2015-12-12,74112.16139999997
2015-12-13,74393.10689999996
2015-12-14,74469.02239999996
2015-12-15,74542.37639999994
2015-12-16,74888.12309999992
2015-12-17,74956.75939999992
2015-12-18,75025.90159999992
2015-12-19,75065.47179999993
2015-12-20,75087.19149999993
2015-12-21,75087.19149999993
2015-12-22,75115.80189999992
2015-12-23,75286.0304999999
2015-12-24,75328.95719999992
2015-12-25,75373.45929999991
2015-12-26,75373.45929999991
2015-12-27,75373.45929999991
2015-12-28,75373.45929999991
2015-12-29,75379.66809999992
2015-12-30,75392.37919999992
2015-12-31,75409.08509999992
2016-01-01,75420.60139999991
2016-01-02,75428.8045999999
2016-01-03,75438.71309999988
2016-01-04,75439.11809999988
2016-01-05,75448.91389999987
2016-01-06,75456.22659999986
2016-01-07,75467.14349999986
2016-01-08,75512.95909999988
2016-01-09,75552.33829999989
2016-01-10,75552.33829999989
2016-01-11,75554.5422999999
2016-01-12,75574.9458999999
2016-01-13,75592.14749999989
2016-01-14,75608.36629999988
2016-01-15,75629.77349999988
2016-01-16,75639.38449999987
2016-01-17,75672.79889999988
2016-01-18,75727.88499999991
2016-01-19,75751.58669999991
2016-01-20,75751.58669999991
2016-01-21,75816.48339999992
2016-01-22,75824.59429999992
2016-01-23,75890.15549999994
2016-01-24,75947.4685999999
2016-01-25,75947.4685999999
2016-01-26,76004.4489999999
2016-01-27,76012.4553999999
2016-01-28,76060.7646999999
2016-01-29,76154.3688999999
2016-01-30,76207.09499999987
2016-01-31,76223.51119999988
2016-02-01,76278.9980999999
