Date,Value
2011-07-02,30091.99949999999
2011-07-03,30091.99949999999
2011-07-04,30091.99949999999
2011-07-05,30091.99949999999
2011-07-06,30091.99949999999
2011-07-07,30091.99949999999
2011-07-08,30091.99949999999
2011-07-09,30091.99949999999
2011-07-10,30091.99949999999
2011-07-11,30091.99949999999
2011-07-12,30091.99949999999
2011-07-13,30091.99949999999
2011-07-14,30091.99949999999
2011-07-15,30091.99949999999
2011-07-16,30091.99949999999
2011-07-17,30091.99949999999
2011-07-18,30091.99949999999
2011-07-19,30091.99949999999
2011-07-20,30091.99949999999
2011-07-21,30091.99949999999
2011-07-22,30091.99949999999
2011-07-23,30091.99949999999
2011-07-24,30091.99949999999
2011-07-25,30101.999099999986
2011-07-26,30101.999099999986
2011-07-27,30101.999099999986
2011-07-28,30101.999099999986
2011-07-29,30101.999099999986
2011-07-30,30101.999099999986
2011-07-31,30101.999099999986
2011-08-01,30101.999099999986
2011-08-02,30101.999099999986
2011-08-03,30101.999099999986
2011-08-04,30101.999099999986
2011-08-05,30101.999099999986
2011-08-06,30101.999099999986
2011-08-07,30101.999099999986
2011-08-08,30135.095599999986
2011-08-09,30138.000899999985
2011-08-10,30138.000899999985
2011-08-11,30138.000899999985
2011-08-12,30138.000899999985
2011-08-13,30138.000899999985
2011-08-14,30138.000899999985
2011-08-15,30138.000899999985
2011-08-16,30138.000899999985
2011-08-17,30138.000899999985
2011-08-18,30138.000899999985
2011-08-19,30138.000899999985
2011-08-20,30138.000899999985
2011-08-21,30138.000899999985
2011-08-22,30138.000899999985
2011-08-23,30138.000899999985
2011-08-24,30138.000899999985
2011-08-25,30138.000899999985
2011-08-26,30459.54459999999
2011-08-27,30479.34159999998
2011-08-28,30493.954599999986
2011-08-29,30498.057099999984
2011-08-30,30498.057099999984
2011-08-31,30518.04589999998
2011-09-01,30525.44789999998
2011-09-02,30525.44789999998
2011-09-03,30525.44789999998
2011-09-04,30525.44789999998
2011-09-05,30796.50879999998
2011-09-06,30728.594899999986
2011-09-07,30967.855399999986
2011-09-08,30979.749499999987
2011-09-09,31020.641599999984
2011-09-10,31652.43629999999
2011-09-11,31655.642699999986
2011-09-12,31693.270499999984
2011-09-13,31722.671699999984
2011-09-14,31797.828899999986
2011-09-15,31797.828899999986
2011-09-16,31958.16899999999
2011-09-17,31958.16899999999
2011-09-18,32068.172199999986
2011-09-19,32162.55839999999
2011-09-20,32162.55839999999
2011-09-21,32180.77759999999
2011-09-22,32206.586999999985
2011-09-23,32235.31689999999
2011-09-24,32235.31689999999
2011-09-25,32257.629799999984
2011-09-26,32297.03919999998
2011-09-27,32305.951299999986
2011-09-28,32305.951299999986
2011-09-29,32305.951299999986
2011-09-30,32317.66599999999
2011-10-01,32350.273199999985
2011-10-02,32350.273199999985
2011-10-03,32202.118599999987
2011-10-04,32403.616899999986
2011-10-05,32408.017099999986
2011-10-06,32420.021499999984
2011-10-07,32422.325399999987
2011-10-08,32422.325399999987
2011-10-09,32422.325399999987
2011-10-10,32422.325399999987
2011-10-11,32422.325399999987
2011-10-12,32424.628699999987
2011-10-13,32428.232299999985
2011-10-14,32428.232299999985
2011-10-15,32437.946999999986
2011-10-16,32453.849299999987
2011-10-17,33224.317999999985
2011-10-18,33234.91499999998
2011-10-19,33054.735599999985
2011-10-20,33252.43769999999
2011-10-21,33261.63489999998
2011-10-22,33272.74379999998
2011-10-23,33284.34459999998
2011-10-24,33284.34459999998
2011-10-25,33304.65409999998
2011-10-26,33376.462899999984
2011-10-27,33448.853699999985
2011-10-28,33520.766399999986
2011-10-29,34586.865799999985
2011-10-30,34415.077999999994
2011-10-31,34690.0283
2011-11-01,34690.0283
2011-11-02,34712.1326
2011-11-03,34738.637899999994
2011-11-04,34738.637899999994
2011-11-05,34738.637899999994
2011-11-06,34738.637899999994
2011-11-07,34809.7732
2011-11-08,34809.7732
2011-11-09,34809.7732
2011-11-10,34861.394199999995
2011-11-11,34861.394199999995
2011-11-12,34861.394199999995
2011-11-13,34861.394199999995
2011-11-14,34889.8252
2011-11-15,34889.8252
2011-11-16,34889.8252
2011-11-17,34890.4298
2011-11-18,34900.9317
2011-11-19,34900.9317
2011-11-20,34911.8352
2011-11-21,34911.8352
2011-11-22,34911.8352
2011-11-23,34911.8352
2011-11-24,34911.8352
2011-11-25,34737.3585
2011-11-26,34737.3585
2011-11-27,34746.9605
2011-11-28,34946.261
2011-11-29,34954.9625
2011-11-30,34954.9625
2011-12-01,34954.9625
2011-12-02,34764.7725
2011-12-03,34962.5745
2011-12-04,34964.6774
2011-12-05,34766.9799
2011-12-06,34965.8808
2011-12-07,34965.8808
2011-12-08,35284.488099999995
2011-12-09,35284.488099999995
2011-12-10,35284.488099999995
2011-12-11,35284.488099999995
2011-12-12,35284.488099999995
2011-12-13,35284.488099999995
2011-12-14,35092.0078
2011-12-15,35295.004599999986
2011-12-16,35295.4096
2011-12-17,35295.4096
2011-12-18,35295.4096
2011-12-19,35114.419
2011-12-20,35126.9277
2011-12-21,35328.8308
2011-12-22,35328.8308
2011-12-23,35328.8308
2011-12-24,35328.8308
2011-12-25,35328.8308
2011-12-26,35328.8308
2011-12-27,35328.935099999995
2011-12-28,35328.935099999995
2011-12-29,35328.935099999995
2011-12-30,35339.14669999998
2011-12-31,35343.347699999984
2012-01-01,35167.76969999998
2012-01-02,35366.071199999984
2012-01-03,35366.071199999984
2012-01-04,35386.565099999985
2012-01-05,35394.07519999998
2012-01-06,35199.38069999998
2012-01-07,35229.772499999985
2012-01-08,35462.13989999999
2012-01-09,35291.345299999986
2012-01-10,35514.3335
2012-01-11,35317.94070000001
2012-01-12,35328.64780000001
2012-01-13,35545.13110000001
2012-01-14,35366.531900000016
2012-01-15,35402.133300000016
2012-01-16,35427.436800000025
2012-01-17,35646.11790000003
2012-01-18,35549.336900000046
2012-01-19,35556.852400000054
2012-01-20,35599.167900000066
2012-01-21,35661.675400000066
2012-01-22,35671.477600000064
2012-01-23,35705.086000000054
2012-01-24,35722.510200000055
2012-01-25,35756.507000000056
2012-01-26,35987.81210000006
2012-01-27,35818.32760000006
2012-01-28,35826.72920000007
2012-01-29,36033.32780000007
2012-01-30,35857.55800000005
2012-01-31,35880.746000000036
2012-02-01,35906.44930000005
2012-02-02,35934.16740000004
2012-02-03,35951.37540000004
2012-02-04,36023.710100000026
2012-02-05,36035.11830000003
2012-02-06,36237.72710000003
2012-02-07,36064.93430000004
2012-02-08,36084.13070000003
2012-02-09,36282.23240000004
2012-02-10,36132.25840000004
2012-02-11,36155.16070000005
2012-02-12,36364.96050000004
2012-02-13,36369.661400000026
2012-02-14,36198.386900000034
2012-02-15,36217.002900000036
2012-02-16,36259.00250000003
2012-02-17,36295.29320000003
2012-02-18,36318.30580000002
2012-02-19,36547.71120000002
2012-02-20,36363.633100000014
2012-02-21,36403.22570000002
2012-02-22,36408.82850000002
2012-02-23,36423.84110000002
2012-02-24,36463.66010000002
2012-02-25,36668.26150000002
2012-02-26,36493.47870000002
2012-02-27,36515.88110000002
2012-02-28,36531.99700000002
2012-02-29,36545.80160000002
2012-03-01,36568.709700000036
2012-03-02,36588.82060000003
2012-03-03,36623.14210000002
2012-03-04,36843.03880000002
2012-03-05,36660.36210000003
2012-03-06,36733.06640000002
2012-03-07,36785.751700000015
2012-03-08,36830.99930000002
2012-03-09,36846.49040000002
2012-03-10,37046.789900000025
2012-03-11,37083.86280000003
2012-03-12,36889.66880000003
2012-03-13,36919.486400000016
2012-03-14,36939.791300000026
2012-03-15,36964.11260000003
2012-03-16,36994.13360000002
2012-03-17,37004.53660000003
2012-03-18,37012.45570000003
2012-03-19,37020.05550000002
2012-03-20,37142.808700000016
2012-03-21,37189.43790000002
2012-03-22,37598.267300000014
2012-03-23,37646.06070000002
2012-03-24,37657.058700000016
2012-03-25,37667.169200000026
2012-03-26,37673.473900000026
2012-03-27,37764.28630000003
2012-03-28,37823.98500000004
2012-03-29,37853.77200000004
2012-03-30,37875.59020000005
2012-03-31,37892.39400000005
2012-04-01,37913.31350000005
2012-04-02,37922.921100000036
2012-04-03,37936.52990000003
2012-04-04,37947.046200000026
2012-04-05,37963.85460000004
2012-04-06,37981.177500000034
2012-04-07,37984.18410000004
2012-04-08,37993.594500000036
2012-04-09,38006.00510000004
2012-04-10,38014.91320000004
2012-04-11,38034.03850000003
2012-04-12,38233.53880000003
2012-04-13,38075.266300000025
2012-04-14,38097.45790000002
2012-04-15,38118.57600000002
2012-04-16,38127.27690000002
2012-04-17,38136.97900000002
2012-04-18,38140.385800000025
2012-04-19,38142.492100000025
2012-04-20,38150.60340000002
2012-04-21,38155.41280000003
2012-04-22,38165.71190000003
2012-04-23,38196.60820000003
2012-04-24,38211.91690000003
2012-04-25,38216.52350000003
2012-04-26,38218.52850000002
2012-04-27,38229.438800000025
2012-04-28,38249.84900000002
2012-04-29,38275.36610000003
2012-04-30,38287.171100000014
2012-05-01,38308.87200000002
2012-05-02,38327.068200000016
2012-05-03,38337.17550000002
2012-05-04,38625.39900000001
2012-05-05,39011.260700000006
2012-05-06,39020.26490000002
2012-05-07,39023.167600000015
2012-05-08,39026.379000000015
2012-05-09,39039.59020000001
2012-05-10,39050.59720000001
2012-05-11,39093.44400000002
2012-05-12,39117.16130000002
2012-05-13,39141.866200000026
2012-05-14,39160.67180000004
2012-05-15,39161.57550000004
2012-05-16,39175.596500000036
2012-05-17,39188.40250000004
2012-05-18,39235.409300000036
2012-05-19,39273.11720000005
2012-05-20,39280.81890000005
2012-05-21,39312.727600000064
2012-05-22,39520.51960000007
2012-05-23,39373.536800000045
2012-05-24,39391.93960000005
2012-05-25,39440.34980000005
2012-05-26,39451.05870000005
2012-05-27,39452.96520000005
2012-05-28,39462.76740000005
2012-05-29,39480.973800000036
2012-05-30,39497.98540000005
2012-05-31,39513.00260000005
2012-06-01,39565.21080000007
2012-06-02,39608.09010000005
2012-06-03,39656.57660000007
2012-06-04,39691.38500000006
2012-06-05,39893.482700000066
2012-06-06,39719.80640000007
2012-06-07,39764.33590000005
2012-06-08,39815.438000000046
2012-06-09,39829.72870000005
2012-06-10,39833.837400000055
2012-06-11,39839.54150000005
2012-06-12,39846.24900000005
2012-06-13,39884.58290000007
2012-06-14,39913.21850000007
2012-06-15,39983.762700000065
2012-06-16,39993.36770000007
2012-06-17,40049.362100000086
2012-06-18,40061.77730000008
2012-06-19,40070.27880000007
2012-06-20,40101.88880000007
2012-06-21,40120.58170000007
2012-06-22,40134.391700000066
2012-06-23,40146.39510000007
2012-06-24,40171.90520000007
2012-06-25,40178.61190000006
2012-06-26,40186.62250000006
2012-06-27,40386.82210000006
2012-06-28,40397.621900000064
2012-06-29,40213.033100000066
2012-06-30,40443.439300000064
2012-07-01,40262.54300000006
2012-07-02,40275.24470000006
2012-07-03,40284.257100000046
2012-07-04,40291.76920000007
2012-07-05,40295.77340000007
2012-07-06,40494.87410000008
2012-07-07,40498.779000000075
2012-07-08,40304.88850000008
2012-07-09,40502.79040000007
2012-07-10,40503.79620000007
2012-07-11,40512.10890000007
2012-07-12,40516.41960000008
2012-07-13,40330.23880000007
2012-07-14,40528.14070000007
2012-07-15,40531.84500000007
2012-07-16,40342.75710000006
2012-07-17,40345.06000000006
2012-07-18,40543.36150000007
2012-07-19,40358.37610000007
2012-07-20,40560.473800000065
2012-07-21,40562.87560000007
2012-07-22,40565.98190000007
2012-07-23,40567.08580000007
2012-07-24,40570.79310000007
2012-07-25,40573.49840000006
2012-07-26,40576.70060000006
2012-07-27,40576.70060000006
2012-07-28,40577.905000000064
2012-07-29,40584.60630000007
2012-07-30,40588.81270000006
2012-07-31,40594.51660000006
2012-08-01,40596.42010000007
2012-08-02,40599.12680000007
2012-08-03,40600.93080000007
2012-08-04,40602.33500000007
2012-08-05,40607.040700000085
2012-08-06,40608.84590000007
2012-08-07,40610.75100000006
2012-08-08,40612.25590000006
2012-08-09,40616.35700000006
2012-08-10,40617.26030000007
2012-08-11,40617.26030000007
2012-08-12,40620.36420000006
2012-08-13,40623.97140000006
2012-08-14,40626.07490000007
2012-08-15,40627.979600000064
2012-08-16,40432.789200000065
2012-08-17,40635.48630000007
2012-08-18,40644.48630000006
2012-08-19,40453.898900000066
2012-08-20,40460.00600000007
2012-08-21,40674.81500000006
2012-08-22,40492.83320000005
2012-08-23,40502.74310000005
2012-08-24,40505.848400000046
2012-08-25,40704.949100000056
2012-08-26,40520.066000000064
2012-08-27,40718.76710000006
2012-08-28,40723.874400000066
2012-08-29,40730.17410000006
2012-08-30,40744.58210000007
2012-08-31,40766.990900000055
2012-09-01,40770.496600000064
2012-09-02,40580.103200000056
2012-09-03,40581.10880000006
2012-09-04,40585.81670000006
2012-09-05,40806.70980000006
2012-09-06,40821.42150000007
2012-09-07,40821.726600000075
2012-09-08,40823.129800000075
2012-09-09,40834.230300000076
2012-09-10,40843.632300000085
2012-09-11,40681.15460000007
2012-09-12,40880.65970000006
2012-09-13,40889.36160000006
2012-09-14,40969.86170000007
2012-09-15,40972.865700000046
2012-09-16,40973.17000000005
2012-09-17,40778.97920000004
2012-09-18,40814.38560000003
2012-09-19,40961.408300000025
2012-09-20,41191.016100000015
2012-09-21,41005.73260000002
2012-09-22,41204.63350000002
2012-09-23,41209.93960000001
2012-09-24,41216.843300000015
2012-09-25,41231.43910000002
2012-09-26,41291.24330000002
2012-09-27,41301.652300000016
2012-09-28,41307.256300000015
2012-09-29,41307.256300000015
2012-09-30,41308.760400000014
2012-10-01,41316.27110000001
2012-10-02,41324.073700000015
2012-10-03,41168.275900000015
2012-10-04,41181.99180000002
2012-10-05,41391.58200000002
2012-10-06,41391.58200000002
2012-10-07,41392.98480000003
2012-10-08,41234.393800000034
2012-10-09,41239.89710000004
2012-10-10,41440.69610000004
2012-10-11,41448.50350000004
2012-10-12,41448.50350000004
2012-10-13,41452.40860000003
2012-10-14,41452.40860000003
2012-10-15,41452.40860000003
2012-10-16,41257.61400000003
2012-10-17,41261.41900000003
2012-10-18,41465.81440000003
2012-10-19,41476.51870000003
2012-10-20,41287.73270000003
2012-10-21,41485.73450000003
2012-10-22,41485.73450000003
2012-10-23,41485.73450000003
2012-10-24,41489.83840000003
2012-10-25,41517.44480000004
2012-10-26,41528.545900000034
2012-10-27,41528.545900000034
2012-10-28,41528.545900000034
2012-10-29,41528.545900000034
2012-10-30,41537.55090000004
2012-10-31,41537.55090000004
2012-11-01,41537.55090000004
2012-11-02,41537.55090000004
2012-11-03,41537.55090000004
2012-11-04,41537.55090000004
2012-11-05,41537.55090000004
2012-11-06,41537.55090000004
2012-11-07,41537.55090000004
2012-11-08,41354.46800000004
2012-11-09,41362.670800000036
2012-11-10,41562.07120000004
2012-11-11,41562.47580000003
2012-11-12,41562.47580000003
2012-11-13,41608.88480000003
2012-11-14,41608.88480000003
2012-11-15,41608.88480000003
2012-11-16,41608.88480000003
2012-11-17,41608.88480000003
2012-11-18,41608.88480000003
2012-11-19,41415.791900000026
2012-11-20,41617.58990000003
2012-11-21,41617.58990000003
2012-11-22,41425.29780000003
2012-11-23,41625.90600000003
2012-11-24,41638.91840000002
2012-11-25,42634.84300000002
2012-11-26,42450.15570000003
2012-11-27,42648.05760000003
2012-11-28,42648.05760000003
2012-11-29,42648.05760000003
2012-11-30,42648.05760000003
2012-12-01,42476.29080000002
2012-12-02,42685.69980000003
2012-12-03,42701.60910000003
2012-12-04,42712.60850000003
2012-12-05,42712.60850000003
2012-12-06,42523.51960000003
2012-12-07,42723.325000000026
2012-12-08,42732.93160000003
2012-12-09,42541.34020000003
2012-12-10,42562.55780000003
2012-12-11,42769.85910000004
2012-12-12,42771.46250000004
2012-12-13,42774.266500000034
2012-12-14,42582.37880000003
2012-12-15,42589.78580000003
2012-12-16,42791.291900000026
2012-12-17,42600.899700000016
2012-12-18,42608.503100000016
2012-12-19,42630.71210000002
2012-12-20,42639.11910000002
2012-12-21,42843.12370000002
2012-12-22,42843.12370000002
2012-12-23,42659.131300000015
2012-12-24,42858.43180000001
2012-12-25,42858.43180000001
2012-12-26,42883.645200000006
2012-12-27,42883.645200000006
2012-12-28,42883.645200000006
2012-12-29,42883.645200000006
2012-12-30,42883.645200000006
2012-12-31,42883.645200000006
2013-01-01,42883.645200000006
2013-01-02,42888.15070000001
2013-01-03,42888.15070000001
2013-01-04,42888.15070000001
2013-01-05,42888.15070000001
2013-01-06,42889.255800000006
2013-01-07,42889.255800000006
2013-01-08,42889.255800000006
2013-01-09,42889.255800000006
2013-01-10,42889.255800000006
2013-01-11,42692.1589
2013-01-12,42908.68560000001
2013-01-13,42912.591300000015
2013-01-14,42912.591300000015
2013-01-15,42912.591300000015
2013-01-16,42912.591300000015
2013-01-17,42916.39190000002
2013-01-18,47036.267800000016
2013-01-19,46841.97370000002
2013-01-20,47046.47420000002
2013-01-21,47046.47420000002
2013-01-22,47046.47420000002
2013-01-23,46851.18330000002
2013-01-24,46859.99230000003
2013-01-25,46869.89820000003
2013-01-26,47072.495400000036
2013-01-27,46885.01050000002
2013-01-28,46897.21610000003
2013-01-29,46912.42210000003
2013-01-30,46924.32340000004
2013-01-31,47146.52120000003
2013-02-01,47146.52120000003
2013-02-02,46951.02590000003
2013-02-03,47153.02370000003
2013-02-04,46963.83470000003
2013-02-05,47166.74140000003
2013-02-06,47166.74140000003
2013-02-07,46982.86090000002
2013-02-08,47184.75880000002
2013-02-09,46996.45970000002
2013-02-10,47196.65930000002
2013-02-11,47203.47090000002
2013-02-12,47203.47090000002
2013-02-13,47203.47090000002
2013-02-14,47203.47090000002
2013-02-15,47010.27790000002
2013-02-16,47215.57240000002
2013-02-17,47215.57240000002
2013-02-18,47033.28070000002
2013-02-19,47232.08170000002
2013-02-20,47232.08170000002
2013-02-21,47232.08170000002
2013-02-22,47232.08170000002
2013-02-23,47232.08170000002
2013-02-24,47232.08170000002
2013-02-25,47048.69470000002
2013-02-26,47281.49030000002
2013-02-27,47089.39840000002
2013-02-28,47332.22420000002
2013-03-01,47332.22420000002
2013-03-02,47343.12630000002
2013-03-03,47343.12630000002
2013-03-04,47343.12630000002
2013-03-05,47182.96270000002
2013-03-06,47439.05200000002
2013-03-07,47439.05200000002
2013-03-08,47439.05200000002
2013-03-09,47247.86100000002
2013-03-10,47530.83100000003
2013-03-11,47556.13990000002
2013-03-12,47556.13990000002
2013-03-13,47572.75310000001
2013-03-14,47572.75310000001
2013-03-15,47576.55410000001
2013-03-16,47582.36510000002
2013-03-17,47584.56750000001
2013-03-18,47589.47040000001
2013-03-19,47589.47040000001
2013-03-20,47589.47040000001
2013-03-21,47589.47040000001
2013-03-22,47604.58410000001
2013-03-23,47604.58410000001
2013-03-24,47604.58410000001
2013-03-25,47604.58410000001
2013-03-26,47604.58410000001
2013-03-27,47604.58410000001
2013-03-28,47644.36510000001
2013-03-29,47644.36510000001
2013-03-30,47644.36510000001
2013-03-31,47693.61530000001
2013-04-01,47693.61530000001
2013-04-02,47693.61530000001
2013-04-03,47693.61530000001
2013-04-04,47693.61530000001
2013-04-05,47693.61530000001
2013-04-06,47693.61530000001
2013-04-07,47708.11420000002
2013-04-08,47808.90470000002
2013-04-09,47988.47250000002
2013-04-10,48050.531900000016
2013-04-11,48050.531900000016
2013-04-12,48050.531900000016
2013-04-13,48050.531900000016
2013-04-14,48115.76830000002
2013-04-15,48285.23000000002
2013-04-16,48323.85920000002
2013-04-17,48323.85920000002
2013-04-18,48323.85920000002
2013-04-19,48323.85920000002
2013-04-20,48323.85920000002
2013-04-21,48323.85920000002
2013-04-22,48323.85920000002
2013-04-23,48323.85920000002
2013-04-24,48335.96150000002
2013-04-25,48335.96150000002
2013-04-26,48335.96150000002
2013-04-27,48335.96150000002
2013-04-28,48335.96150000002
2013-04-29,48349.17110000002
2013-04-30,48349.17110000002
2013-05-01,48369.39050000002
2013-05-02,48395.51040000002
2013-05-03,48395.51040000002
2013-05-04,48513.96320000002
2013-05-05,48513.96320000002
2013-05-06,48513.96320000002
2013-05-07,48513.96320000002
2013-05-08,48513.96320000002
2013-05-09,48513.96320000002
2013-05-10,48513.96320000002
2013-05-11,48513.96320000002
2013-05-12,48513.96320000002
2013-05-13,48513.96320000002
2013-05-14,48547.77580000002
2013-05-15,48547.77580000002
2013-05-16,48547.77580000002
2013-05-17,48547.77580000002
2013-05-18,48547.77580000002
2013-05-19,48618.12550000002
2013-05-20,48711.58330000002
2013-05-21,48711.58330000002
2013-05-22,48711.58330000002
2013-05-23,48711.58330000002
2013-05-24,48712.08800000002
2013-05-25,48715.29000000002
2013-05-26,48715.29000000002
2013-05-27,48858.01220000001
2013-05-28,48879.81660000001
2013-05-29,48901.41840000002
2013-05-30,48901.41840000002
2013-05-31,48901.41840000002
2013-06-01,48901.41840000002
2013-06-02,48901.41840000002
2013-06-03,48901.41840000002
2013-06-04,48901.41840000002
2013-06-05,48924.816000000006
2013-06-06,48983.66780000002
2013-06-07,48983.66780000002
2013-06-08,48983.66780000002
2013-06-09,49399.35870000001
2013-06-10,49399.35870000001
2013-06-11,49434.19450000001
2013-06-12,49434.19450000001
2013-06-13,49434.19450000001
2013-06-14,49434.19450000001
2013-06-15,49434.19450000001
2013-06-16,49434.19450000001
2013-06-17,49445.98790000002
2013-06-18,49445.98790000002
2013-06-19,49445.98790000002
2013-06-20,49445.98790000002
2013-06-21,49445.98790000002
2013-06-22,49445.98790000002
2013-06-23,49468.98670000002
2013-06-24,49509.70860000002
2013-06-25,49509.70860000002
2013-06-26,49509.70860000002
2013-06-27,49509.70860000002
2013-06-28,49509.70860000002
2013-06-29,49509.70860000002
2013-06-30,49509.70860000002
2013-07-01,49509.70860000002
2013-07-02,49509.70860000002
2013-07-03,49509.70860000002
2013-07-04,49509.70860000002
2013-07-05,49513.31900000002
